year,state,minimum_wage_effective,minimum_wage_2020_nominal,CPI_Average
2016,District of Columbia,11.5,12.39,240.007
2016,Florida,8.05,8.68,240.007
2016,Georgia,7.25,7.81,240.007
2016,Guam,8.25,8.89,240.007
2016,Hawaii,8.5,9.16,240.007
2016,Idaho,7.25,7.81,240.007
2016,Illinois,8.25,8.89,240.007
2016,Indiana,7.25,7.81,240.007
2016,Iowa,7.25,7.81,240.007
2016,Kansas,7.25,7.81,240.007
2016,Kentucky,7.25,7.81,240.007
2016,Louisiana,7.25,7.81,240.007
2016,Maine,7.5,8.08,240.007
2016,Maryland,8.75,9.43,240.007
2016,Massachusetts,10,10.78,240.007
2016,Michigan,8.5,9.16,240.007
2016,Minnesota,7.25,7.81,240.007
2016,Mississippi,7.25,7.81,240.007
2016,Missouri,7.65,8.24,240.007
2016,Montana,8.05,8.68,240.007
2016,Nebraska,9,9.7,240.007
2016,Nevada,7.25,7.81,240.007
2016,New Hampshire,7.25,7.81,240.007
2016,New Jersey,8.38,9.03,240.007
2016,New Mexico,7.5,8.08,240.007
2016,New York,9,9.7,240.007
2016,North Carolina,7.25,7.81,240.007
2016,North Dakota,7.25,7.81,240.007
2016,Ohio,7.25,7.81,240.007
2016,Oklahoma,7.25,7.81,240.007
2016,Oregon,9.75,10.51,240.007
2016,Pennsylvania,7.25,7.81,240.007
2016,Puerto Rico,7.25,7.81,240.007
2016,Rhode Island,9.6,10.35,240.007
2016,South Carolina,7.25,7.81,240.007
2016,South Dakota,8.55,9.21,240.007
2016,Tennessee,7.25,7.81,240.007
2016,Texas,7.25,7.81,240.007
2016,U.S. Virgin Islands,7.25,7.81,240.007
2016,Utah,7.25,7.81,240.007
2016,Vermont,9.6,10.35,240.007
2016,Virginia,7.25,7.81,240.007
2016,Washington,9.47,10.21,240.007
2016,West Virginia,8.75,9.43,240.007
2016,Wisconsin,7.25,7.81,240.007
2016,Wyoming,7.25,7.81,240.007
2017,Alabama,7.25,7.65,245.12
2017,Alaska,9.8,10.34,245.12
2017,Arizona,10,10.55,245.12
2017,Arkansas,8.5,8.97,245.12
2017,California,10,10.55,245.12
2017,Colorado,9.3,9.81,245.12
2017,Connecticut,10.1,10.66,245.12
2017,Delaware,8.25,8.71,245.12
2017,District of Columbia,11.5,12.14,245.12
2017,Florida,8.1,8.55,245.12
2017,Georgia,7.25,7.65,245.12
2017,Guam,8.25,8.71,245.12
2017,Hawaii,9.25,9.76,245.12
2017,Idaho,7.25,7.65,245.12
2017,Illinois,8.25,8.71,245.12
2017,Indiana,7.25,7.65,245.12
2017,Iowa,7.25,7.65,245.12
2017,Kansas,7.25,7.65,245.12
2017,Kentucky,7.25,7.65,245.12
2017,Louisiana,7.25,7.65,245.12
2017,Maine,9,9.5,245.12
2017,Maryland,8.75,9.23,245.12
2017,Massachusetts,11,11.61,245.12
2017,Michigan,8.9,9.39,245.12
2017,Minnesota,7.75,8.18,245.12
2017,Mississippi,7.25,7.65,245.12
2017,Missouri,7.7,8.13,245.12
2017,Montana,8.15,8.6,245.12
2017,Nebraska,9,9.5,245.12
2017,Nevada,7.25,7.65,245.12
2017,New Hampshire,7.25,7.65,245.12
2017,New Jersey,8.44,8.91,245.12
2017,New Mexico,7.5,7.91,245.12
2017,New York,9.7,10.24,245.12
2017,North Carolina,7.25,7.65,245.12
2017,North Dakota,7.25,7.65,245.12
2017,Ohio,8.15,8.6,245.12
2017,Oklahoma,7.25,7.65,245.12
2017,Oregon,9.75,10.29,245.12
2017,Pennsylvania,7.25,7.65,245.12
2017,Puerto Rico,7.25,7.65,245.12
2017,Rhode Island,9.6,10.13,245.12
2017,South Carolina,7.25,7.65,245.12
2017,South Dakota,8.65,9.13,245.12
2017,Tennessee,7.25,7.65,245.12
2017,Texas,7.25,7.65,245.12
2017,U.S. Virgin Islands,7.25,7.65,245.12
2017,Utah,7.25,7.65,245.12
2017,Vermont,10,10.55,245.12
2017,Virginia,7.25,7.65,245.12
2017,Washington,11,11.61,245.12
2017,West Virginia,8.75,9.23,245.12
2017,Wisconsin,7.25,7.65,245.12
2017,Wyoming,7.25,7.65,245.12
2018,Alabama,7.25,7.47,251.107
2018,Alaska,9.84,10.14,251.107
2018,Arizona,10.5,10.82,251.107
2018,Arkansas,8.5,8.76,251.107
2018,California,11,11.33,251.107
2018,Colorado,10.2,10.51,251.107
2018,Connecticut,10.1,10.4,251.107
2018,Delaware,8.25,8.5,251.107
2018,District of Columbia,13.25,13.65,251.107
2018,Florida,8.25,8.5,251.107
2018,Georgia,7.25,7.47,251.107
2018,Guam,8.25,8.5,251.107
2018,Hawaii,10.1,10.4,251.107
2018,Idaho,7.25,7.47,251.107
2018,Illinois,8.25,8.5,251.107
2018,Indiana,7.25,7.47,251.107
2018,Iowa,7.25,7.47,251.107
2018,Kansas,7.25,7.47,251.107
2018,Kentucky,7.25,7.47,251.107
2018,Louisiana,7.25,7.47,251.107
2018,Maine,10,10.3,251.107
2018,Maryland,10.1,10.4,251.107
2018,Massachusetts,11,11.33,251.107
2018,Michigan,9.25,9.53,251.107
2018,Minnesota,8.04,8.28,251.107
2018,Mississippi,7.25,7.47,251.107
2018,Missouri,7.85,8.09,251.107
2018,Montana,8.3,8.55,251.107
2018,Nebraska,9,9.27,251.107
2018,Nevada,7.25,7.47,251.107
2018,New Hampshire,7.25,7.47,251.107
2018,New Jersey,8.6,8.86,251.107
2018,New Mexico,7.5,7.73,251.107
2018,New York,10.4,10.71,251.107
2018,North Carolina,7.25,7.47,251.107
2018,North Dakota,7.25,7.47,251.107
2018,Ohio,8.3,8.55,251.107
2018,Oklahoma,7.25,7.47,251.107
2018,Oregon,10.75,11.07,251.107
2018,Pennsylvania,7.25,7.47,251.107
2018,Puerto Rico,7.25,7.47,251.107
2018,Rhode Island,10.1,10.4,251.107
2018,South Carolina,7.25,7.47,251.107
2018,South Dakota,8.85,9.12,251.107
2018,Tennessee,7.25,7.47,251.107
2018,Texas,7.25,7.47,251.107
2018,U.S. Virgin Islands,7.25,7.47,251.107
2018,Utah,7.25,7.47,251.107
2018,Vermont,10.5,10.82,251.107
2018,Virginia,7.25,7.47,251.107
2018,Washington,11.5,11.85,251.107
2018,West Virginia,8.75,9.01,251.107
2018,Wisconsin,7.25,7.47,251.107
2018,Wyoming,7.25,7.47,251.107
2019,Alabama,7.25,7.34,255.657
2019,Alaska,10.19,10.31,255.657
2019,Arizona,12,12.14,255.657
2019,Arkansas,9.25,9.36,255.657
2019,California,12,12.14,255.657
2019,Colorado,12,12.14,255.657
2019,Connecticut,11,11.13,255.657
2019,Delaware,9.25,9.36,255.657
2019,District of Columbia,14,14.16,255.657
2019,Florida,8.56,8.66,255.657
2019,Georgia,7.25,7.34,255.657
2019,Guam,8.25,8.35,255.657
2019,Hawaii,10.1,10.22,255.657
2019,Idaho,7.25,7.34,255.657
2019,Illinois,9.25,9.36,255.657
2019,Indiana,7.25,7.34,255.657
2019,Iowa,7.25,7.34,255.657
2019,Kansas,7.25,7.34,255.657
2019,Kentucky,7.25,7.34,255.657
2019,Louisiana,7.25,7.34,255.657
2019,Maine,12,12.14,255.657
2019,Maryland,11,11.13,255.657
2019,Massachusetts,12.75,12.9,255.657
2019,Michigan,9.65,9.76,255.657
2019,Minnesota,8.15,8.25,255.657
2019,Mississippi,7.25,7.34,255.657
2019,Missouri,9.45,9.56,255.657
2019,Montana,8.65,8.75,255.657
2019,Nebraska,9,9.11,255.657
2019,Nevada,7.25,7.34,255.657
2019,New Hampshire,7.25,7.34,255.657
2019,New Jersey,11,11.13,255.657
2019,New Mexico,9,9.11,255.657
2019,New York,11.8,11.94,255.657
2019,North Carolina,7.25,7.34,255.657
2019,North Dakota,7.25,7.34,255.657
2019,Ohio,8.7,8.8,255.657
2019,Oklahoma,7.25,7.34,255.657
2019,Oregon,11.25,11.38,255.657
2019,Pennsylvania,7.25,7.34,255.657
2019,Puerto Rico,7.25,7.34,255.657
2019,Rhode Island,10.5,10.62,255.657
2019,South Carolina,7.25,7.34,255.657
2019,South Dakota,9.3,9.41,255.657
2019,Tennessee,7.25,7.34,255.657
2019,Texas,7.25,7.34,255.657
2019,U.S. Virgin Islands,10.5,10.62,255.657
2019,Utah,7.25,7.34,255.657
2019,Vermont,10.96,11.09,255.657
2019,Virginia,7.25,7.34,255.657
2019,Washington,13.5,13.66,255.657
2019,West Virginia,8.75,8.85,255.657
2019,Wisconsin,7.25,7.34,255.657
2019,Wyoming,7.25,7.34,255.657
2020,Alabama,7.25,7.25,258.66
2020,Alaska,10.19,10.19,258.66
2020,Arizona,12,12,258.66
2020,Arkansas,10,10,258.66
2020,California,13,13,258.66
2020,Colorado,12,12,258.66
2020,Connecticut,11,11,258.66
2020,Delaware,9.25,9.25,258.66
2020,District of Columbia,14,14,258.66
2020,Florida,8.56,8.56,258.66
2020,Georgia,7.25,7.25,258.66
2020,Guam,8.25,8.25,258.66
2020,Hawaii,10.1,10.1,258.66
2020,Idaho,7.25,7.25,258.66
2020,Illinois,9.25,9.25,258.66
2020,Indiana,7.25,7.25,258.66
2020,Iowa,7.25,7.25,258.66
2020,Kansas,7.25,7.25,258.66
2020,Kentucky,7.25,7.25,258.66
2020,Louisiana,7.25,7.25,258.66
2020,Maine,12,12,258.66
2020,Maryland,11,11,258.66
2020,Massachusetts,12.75,12.75,258.66
2020,Michigan,9.65,9.65,258.66
2020,Minnesota,8.15,8.15,258.66
2020,Mississippi,7.25,7.25,258.66
2020,Missouri,9.45,9.45,258.66
2020,Montana,8.65,8.65,258.66
2020,Nebraska,9,9,258.66
2020,Nevada,7.25,7.25,258.66
2020,New Hampshire,7.25,7.25,258.66
2020,New Jersey,11,11,258.66
2020,New Mexico,9,9,258.66
2020,New York,11.8,11.8,258.66
2020,North Carolina,7.25,7.25,258.66
2020,North Dakota,7.25,7.25,258.66
2020,Ohio,8.7,8.7,258.66
2020,Oklahoma,7.25,7.25,258.66
2020,Oregon,11.25,11.25,258.66
2020,Pennsylvania,7.25,7.25,258.66
2020,Puerto Rico,7.25,7.25,258.66
2020,Rhode Island,10.5,10.5,258.66
2020,South Carolina,7.25,7.25,258.66
2020,South Dakota,9.3,9.3,258.66
2020,Tennessee,7.25,7.25,258.66
2020,Texas,7.25,7.25,258.66
2020,U.S. Virgin Islands,10.5,10.5,258.66
2020,Utah,7.25,7.25,258.66
2020,Vermont,10.96,10.96,258.66
2020,Virginia,7.25,7.25,258.66
2020,Washington,13.5,13.5,258.66
2020,West Virginia,8.75,8.75,258.66
2020,Wisconsin,7.25,7.25,258.66
2020,Wyoming,7.25,7.25,258.66
