year,state,minimum_wage_effective,minimum_wage_2020_nominal,CPI_Average
1968,Alabama,1.15,8.55,34.801
1968,Alaska,2.1,15.61,34.8
1968,Arizona,1.15,8.55,34.8
1968,Arkansas,1.15,8.55,34.8
1968,California,1.65,12.26,34.8
1968,Colorado,1.15,8.55,34.8
1968,Connecticut,1.4,10.41,34.8
1968,Delaware,1.25,9.29,34.8
1968,District of Columbia,1.25,9.29,34.8
1968,Florida,1.15,8.55,34.8
1968,Georgia,1.15,8.55,34.8
1968,Guam,1.25,9.29,34.8
1968,Hawaii,1.25,9.29,34.8
1968,Idaho,1.15,8.55,34.8
1968,Illinois,1.15,8.55,34.8
1968,Indiana,1.15,8.55,34.8
1968,Iowa,1.15,8.55,34.8
1968,Kansas,1.15,8.55,34.8
1968,Kentucky,1.15,8.55,34.8
1968,Louisiana,1.15,8.55,34.8
1968,Maine,1.4,10.41,34.8
1968,Maryland,1.15,8.55,34.8
1968,Massachusetts,1.6,11.89,34.8
1968,Michigan,1.25,9.29,34.8
1968,Minnesota,1.15,8.55,34.8
1968,Mississippi,1.15,8.55,34.8
1968,Missouri,1.15,8.55,34.8
1968,Montana,1.15,8.55,34.8
1968,Nebraska,1.15,8.55,34.8
1968,Nevada,1.25,9.29,34.8
1968,New Hampshire,1.4,10.41,34.8
1968,New Jersey,1.4,10.41,34.8
1968,New Mexico,1.15,8.55,34.8
1968,New York,1.6,11.89,34.8
1968,North Carolina,1.15,8.55,34.8
1968,North Dakota,1.15,8.55,34.8
1968,Ohio,1.15,8.55,34.8
1968,Oklahoma,1.15,8.55,34.8
1968,Oregon,1.25,9.29,34.8
1968,Pennsylvania,1.15,8.55,34.8
1968,Puerto Rico,1.15,8.55,34.8
1968,Rhode Island,1.4,10.41,34.8
1968,South Carolina,1.15,8.55,34.8
1968,South Dakota,1.15,8.55,34.8
1968,Tennessee,1.15,8.55,34.8
1968,Texas,1.15,8.55,34.8
1968,U.S. Virgin Islands,1.15,8.55,34.8
1968,Utah,1.15,8.55,34.8
1968,Vermont,1.4,10.41,34.8
1968,Virginia,1.15,8.55,34.8
1968,Washington,1.6,11.89,34.8
1968,West Virginia,1.15,8.55,34.8
1968,Wisconsin,1.25,9.29,34.8
1968,Wyoming,1.2,8.92,34.8
1969,Alabama,1.15,8.11,36.7
1969,Alaska,2.1,14.8,36.7
1969,Arizona,1.15,8.11,36.7
1969,Arkansas,1.15,8.11,36.7
1969,California,1.65,11.63,36.7
1969,Colorado,1.15,8.11,36.7
1969,Connecticut,1.4,9.87,36.7
1969,Delaware,1.25,8.81,36.7
1969,District of Columbia,1.25,8.81,36.7
1969,Florida,1.15,8.11,36.7
1969,Georgia,1.15,8.11,36.7
1969,Guam,1.25,8.81,36.7
1969,Hawaii,1.25,8.81,36.7
1969,Idaho,1.15,8.11,36.7
1969,Illinois,1.15,8.11,36.7
1969,Indiana,1.15,8.11,36.7
1969,Iowa,1.15,8.11,36.7
1969,Kansas,1.15,8.11,36.7
1969,Kentucky,1.15,8.11,36.7
1969,Louisiana,1.15,8.11,36.7
1969,Maine,1.4,9.87,36.7
1969,Maryland,1.15,8.11,36.7
1969,Massachusetts,1.6,11.28,36.7
1969,Michigan,1.25,8.81,36.7
1969,Minnesota,1.15,8.11,36.7
1969,Mississippi,1.15,8.11,36.7
1969,Missouri,1.15,8.11,36.7
1969,Montana,1.15,8.11,36.7
1969,Nebraska,1.15,8.11,36.7
1969,Nevada,1.25,8.81,36.7
1969,New Hampshire,1.4,9.87,36.7
1969,New Jersey,1.4,9.87,36.7
1969,New Mexico,1.15,8.11,36.7
1969,New York,1.6,11.28,36.7
1969,North Carolina,1.15,8.11,36.7
1969,North Dakota,1.15,8.11,36.7
1969,Ohio,1.15,8.11,36.7
1969,Oklahoma,1.15,8.11,36.7
1969,Oregon,1.25,8.81,36.7
1969,Pennsylvania,1.15,8.11,36.7
1969,Puerto Rico,1.15,8.11,36.7
1969,Rhode Island,1.4,9.87,36.7
1969,South Carolina,1.15,8.11,36.7
1969,South Dakota,1.15,8.11,36.7
1969,Tennessee,1.15,8.11,36.7
1969,Texas,1.15,8.11,36.7
1969,U.S. Virgin Islands,1.15,8.11,36.7
1969,Utah,1.15,8.11,36.7
1969,Vermont,1.4,9.87,36.7
1969,Virginia,1.15,8.11,36.7
1969,Washington,1.6,11.28,36.7
1969,West Virginia,1.15,8.11,36.7
1969,Wisconsin,1.25,8.81,36.7
1969,Wyoming,1.2,8.46,36.7
1970,Alabama,1.3,8.67,38.8
1970,Alaska,2.1,14,38.8
1970,Arizona,1.3,8.67,38.8
1970,Arkansas,1.3,8.67,38.8
1970,California,1.65,11,38.8
1970,Colorado,1.3,8.67,38.8
1970,Connecticut,1.6,10.67,38.8
1970,Delaware,1.3,8.67,38.8
1970,District of Columbia,1.6,10.67,38.8
1970,Florida,1.3,8.67,38.8
1970,Georgia,1.3,8.67,38.8
1970,Guam,1.6,10.67,38.8
1970,Hawaii,1.6,10.67,38.8
1970,Idaho,1.3,8.67,38.8
1970,Illinois,1.3,8.67,38.8
1970,Indiana,1.3,8.67,38.8
1970,Iowa,1.3,8.67,38.8
1970,Kansas,1.3,8.67,38.8
1970,Kentucky,1.3,8.67,38.8
1970,Louisiana,1.3,8.67,38.8
1970,Maine,1.6,10.67,38.8
1970,Maryland,1.3,8.67,38.8
1970,Massachusetts,1.6,10.67,38.8
1970,Michigan,1.3,8.67,38.8
1970,Minnesota,1.3,8.67,38.8
1970,Mississippi,1.3,8.67,38.8
1970,Missouri,1.3,8.67,38.8
1970,Montana,1.3,8.67,38.8
1970,Nebraska,1.3,8.67,38.8
1970,Nevada,1.3,8.67,38.8
1970,New Hampshire,1.45,9.67,38.8
1970,New Jersey,1.5,10,38.8
1970,New Mexico,1.3,8.67,38.8
1970,New York,1.6,10.67,38.8
1970,North Carolina,1.3,8.67,38.8
1970,North Dakota,1.3,8.67,38.8
1970,Ohio,1.3,8.67,38.8
1970,Oklahoma,1.3,8.67,38.8
1970,Oregon,1.3,8.67,38.8
1970,Pennsylvania,1.3,8.67,38.8
1970,Puerto Rico,1.3,8.67,38.8
1970,Rhode Island,1.6,10.67,38.8
1970,South Carolina,1.3,8.67,38.8
1970,South Dakota,1.3,8.67,38.8
1970,Tennessee,1.3,8.67,38.8
1970,Texas,1.3,8.67,38.8
1970,U.S. Virgin Islands,1.3,8.67,38.8
1970,Utah,1.3,8.67,38.8
1970,Vermont,1.6,10.67,38.8
1970,Virginia,1.3,8.67,38.8
1970,Washington,1.6,10.67,38.8
1970,West Virginia,1.3,8.67,38.8
1970,Wisconsin,1.3,8.67,38.8
1970,Wyoming,1.3,8.67,38.8
1971,Alabama,1.3,8.3,40.5
1971,Alaska,2.1,13.41,40.5
1971,Arizona,1.3,8.3,40.5
1971,Arkansas,1.3,8.3,40.5
1971,California,1.65,10.54,40.5
1971,Colorado,1.3,8.3,40.5
1971,Connecticut,1.6,10.22,40.5
1971,Delaware,1.3,8.3,40.5
1971,District of Columbia,1.6,10.22,40.5
1971,Florida,1.3,8.3,40.5
1971,Georgia,1.3,8.3,40.5
1971,Guam,1.6,10.22,40.5
1971,Hawaii,1.6,10.22,40.5
1971,Idaho,1.3,8.3,40.5
1971,Illinois,1.3,8.3,40.5
1971,Indiana,1.3,8.3,40.5
1971,Iowa,1.3,8.3,40.5
1971,Kansas,1.3,8.3,40.5
1971,Kentucky,1.3,8.3,40.5
1971,Louisiana,1.3,8.3,40.5
1971,Maine,1.6,10.22,40.5
1971,Maryland,1.3,8.3,40.5
1971,Massachusetts,1.6,10.22,40.5
1971,Michigan,1.3,8.3,40.5
1971,Minnesota,1.3,8.3,40.5
1971,Mississippi,1.3,8.3,40.5
1971,Missouri,1.3,8.3,40.5
1971,Montana,1.3,8.3,40.5
1971,Nebraska,1.3,8.3,40.5
1971,Nevada,1.3,8.3,40.5
1971,New Hampshire,1.45,9.26,40.5
1971,New Jersey,1.5,9.58,40.5
1971,New Mexico,1.3,8.3,40.5
1971,New York,1.6,10.22,40.5
1971,North Carolina,1.3,8.3,40.5
1971,North Dakota,1.3,8.3,40.5
1971,Ohio,1.3,8.3,40.5
1971,Oklahoma,1.3,8.3,40.5
1971,Oregon,1.3,8.3,40.5
1971,Pennsylvania,1.3,8.3,40.5
1971,Puerto Rico,1.3,8.3,40.5
1971,Rhode Island,1.6,10.22,40.5
1971,South Carolina,1.3,8.3,40.5
1971,South Dakota,1.3,8.3,40.5
1971,Tennessee,1.3,8.3,40.5
1971,Texas,1.3,8.3,40.5
1971,U.S. Virgin Islands,1.3,8.3,40.5
1971,Utah,1.3,8.3,40.5
1971,Vermont,1.6,10.22,40.5
1971,Virginia,1.3,8.3,40.5
1971,Washington,1.6,10.22,40.5
1971,West Virginia,1.3,8.3,40.5
1971,Wisconsin,1.3,8.3,40.5
1971,Wyoming,1.3,8.3,40.5
1972,Alabama,1.6,9.9,41.8
1972,Alaska,2.1,12.99,41.8
1972,Arizona,1.6,9.9,41.8
1972,Arkansas,1.6,9.9,41.8
1972,California,1.65,10.21,41.8
1972,Colorado,1.6,9.9,41.8
1972,Connecticut,1.85,11.45,41.8
1972,Delaware,1.6,9.9,41.8
1972,District of Columbia,1.6,9.9,41.8
1972,Florida,1.6,9.9,41.8
1972,Georgia,1.6,9.9,41.8
1972,Guam,1.9,11.76,41.8
1972,Hawaii,1.6,9.9,41.8
1972,Idaho,1.6,9.9,41.8
1972,Illinois,1.6,9.9,41.8
1972,Indiana,1.6,9.9,41.8
1972,Iowa,1.6,9.9,41.8
1972,Kansas,1.6,9.9,41.8
1972,Kentucky,1.6,9.9,41.8
1972,Louisiana,1.6,9.9,41.8
1972,Maine,1.6,9.9,41.8
1972,Maryland,1.6,9.9,41.8
1972,Massachusetts,1.75,10.83,41.8
1972,Michigan,1.6,9.9,41.8
1972,Minnesota,1.6,9.9,41.8
1972,Mississippi,1.6,9.9,41.8
1972,Missouri,1.6,9.9,41.8
1972,Montana,1.6,9.9,41.8
1972,Nebraska,1.6,9.9,41.8
1972,Nevada,1.6,9.9,41.8
1972,New Hampshire,1.6,9.9,41.8
1972,New Jersey,1.6,9.9,41.8
1972,New Mexico,1.6,9.9,41.8
1972,New York,1.85,11.45,41.8
1972,North Carolina,1.6,9.9,41.8
1972,North Dakota,1.6,9.9,41.8
1972,Ohio,1.6,9.9,41.8
1972,Oklahoma,1.6,9.9,41.8
1972,Oregon,1.6,9.9,41.8
1972,Pennsylvania,1.6,9.9,41.8
1972,Puerto Rico,1.6,9.9,41.8
1972,Rhode Island,1.6,9.9,41.8
1972,South Carolina,1.6,9.9,41.8
1972,South Dakota,1.6,9.9,41.8
1972,Tennessee,1.6,9.9,41.8
1972,Texas,1.6,9.9,41.8
1972,U.S. Virgin Islands,1.6,9.9,41.8
1972,Utah,1.6,9.9,41.8
1972,Vermont,1.6,9.9,41.8
1972,Virginia,1.6,9.9,41.8
1972,Washington,1.6,9.9,41.8
1972,West Virginia,1.6,9.9,41.8
1972,Wisconsin,1.6,9.9,41.8
1972,Wyoming,1.6,9.9,41.8
1973,Alabama,1.6,9.32,44.4
1973,Alaska,2.1,12.23,44.4
1973,Arizona,1.6,9.32,44.4
1973,Arkansas,1.6,9.32,44.4
1973,California,1.65,9.61,44.4
1973,Colorado,1.6,9.32,44.4
1973,Connecticut,1.85,10.78,44.4
1973,Delaware,1.6,9.32,44.4
1973,District of Columbia,1.6,9.32,44.4
1973,Florida,1.6,9.32,44.4
1973,Georgia,1.6,9.32,44.4
1973,Guam,1.9,11.07,44.4
1973,Hawaii,1.6,9.32,44.4
1973,Idaho,1.6,9.32,44.4
1973,Illinois,1.6,9.32,44.4
1973,Indiana,1.6,9.32,44.4
1973,Iowa,1.6,9.32,44.4
1973,Kansas,1.6,9.32,44.4
1973,Kentucky,1.6,9.32,44.4
1973,Louisiana,1.6,9.32,44.4
1973,Maine,1.6,9.32,44.4
1973,Maryland,1.6,9.32,44.4
1973,Massachusetts,1.75,10.19,44.4
1973,Michigan,1.6,9.32,44.4
1973,Minnesota,1.6,9.32,44.4
1973,Mississippi,1.6,9.32,44.4
1973,Missouri,1.6,9.32,44.4
1973,Montana,1.6,9.32,44.4
1973,Nebraska,1.6,9.32,44.4
1973,Nevada,1.6,9.32,44.4
1973,New Hampshire,1.6,9.32,44.4
1973,New Jersey,1.6,9.32,44.4
1973,New Mexico,1.6,9.32,44.4
1973,New York,1.85,10.78,44.4
1973,North Carolina,1.6,9.32,44.4
1973,North Dakota,1.6,9.32,44.4
1973,Ohio,1.6,9.32,44.4
1973,Oklahoma,1.6,9.32,44.4
1973,Oregon,1.6,9.32,44.4
1973,Pennsylvania,1.6,9.32,44.4
1973,Puerto Rico,1.6,9.32,44.4
1973,Rhode Island,1.6,9.32,44.4
1973,South Carolina,1.6,9.32,44.4
1973,South Dakota,1.6,9.32,44.4
1973,Tennessee,1.6,9.32,44.4
1973,Texas,1.6,9.32,44.4
1973,U.S. Virgin Islands,1.6,9.32,44.4
1973,Utah,1.6,9.32,44.4
1973,Vermont,1.6,9.32,44.4
1973,Virginia,1.6,9.32,44.4
1973,Washington,1.6,9.32,44.4
1973,West Virginia,1.6,9.32,44.4
1973,Wisconsin,1.6,9.32,44.4
1973,Wyoming,1.6,9.32,44.4
1974,Alabama,1.6,8.39,49.3
1974,Alaska,2.1,11.02,49.3
1974,Arizona,1.6,8.39,49.3
1974,Arkansas,1.6,8.39,49.3
1974,California,1.65,8.66,49.3
1974,Colorado,1.6,8.39,49.3
1974,Connecticut,1.85,9.71,49.3
1974,Delaware,1.6,8.39,49.3
1974,District of Columbia,1.6,8.39,49.3
1974,Florida,1.6,8.39,49.3
1974,Georgia,1.6,8.39,49.3
1974,Guam,1.9,9.97,49.3
1974,Hawaii,1.6,8.39,49.3
1974,Idaho,1.6,8.39,49.3
1974,Illinois,1.6,8.39,49.3
1974,Indiana,1.6,8.39,49.3
1974,Iowa,1.6,8.39,49.3
1974,Kansas,1.6,8.39,49.3
1974,Kentucky,1.6,8.39,49.3
1974,Louisiana,1.6,8.39,49.3
1974,Maine,1.6,8.39,49.3
1974,Maryland,1.6,8.39,49.3
1974,Massachusetts,1.75,9.18,49.3
1974,Michigan,1.6,8.39,49.3
1974,Minnesota,1.6,8.39,49.3
1974,Mississippi,1.6,8.39,49.3
1974,Missouri,1.6,8.39,49.3
1974,Montana,1.6,8.39,49.3
1974,Nebraska,1.6,8.39,49.3
1974,Nevada,1.6,8.39,49.3
1974,New Hampshire,1.6,8.39,49.3
1974,New Jersey,1.6,8.39,49.3
1974,New Mexico,1.6,8.39,49.3
1974,New York,1.85,9.71,49.3
1974,North Carolina,1.6,8.39,49.3
1974,North Dakota,1.6,8.39,49.3
1974,Ohio,1.6,8.39,49.3
1974,Oklahoma,1.6,8.39,49.3
1974,Oregon,1.6,8.39,49.3
1974,Pennsylvania,1.6,8.39,49.3
1974,Puerto Rico,1.6,8.39,49.3
1974,Rhode Island,1.6,8.39,49.3
1974,South Carolina,1.6,8.39,49.3
1974,South Dakota,1.6,8.39,49.3
1974,Tennessee,1.6,8.39,49.3
1974,Texas,1.6,8.39,49.3
1974,U.S. Virgin Islands,1.6,8.39,49.3
1974,Utah,1.6,8.39,49.3
1974,Vermont,1.6,8.39,49.3
1974,Virginia,1.6,8.39,49.3
1974,Washington,1.6,8.39,49.3
1974,West Virginia,1.6,8.39,49.3
1974,Wisconsin,1.6,8.39,49.3
1974,Wyoming,1.6,8.39,49.3
1975,Alabama,1.6,7.69,53.8
1975,Alaska,2.1,10.1,53.8
1975,Arizona,1.6,7.69,53.8
1975,Arkansas,1.6,7.69,53.8
1975,California,1.65,7.93,53.8
1975,Colorado,1.6,7.69,53.8
1975,Connecticut,1.85,8.89,53.8
1975,Delaware,1.6,7.69,53.8
1975,District of Columbia,1.6,7.69,53.8
1975,Florida,1.6,7.69,53.8
1975,Georgia,1.6,7.69,53.8
1975,Guam,1.9,9.13,53.8
1975,Hawaii,1.6,7.69,53.8
1975,Idaho,1.6,7.69,53.8
1975,Illinois,1.6,7.69,53.8
1975,Indiana,1.6,7.69,53.8
1975,Iowa,1.6,7.69,53.8
1975,Kansas,1.6,7.69,53.8
1975,Kentucky,1.6,7.69,53.8
1975,Louisiana,1.6,7.69,53.8
1975,Maine,1.6,7.69,53.8
1975,Maryland,1.6,7.69,53.8
1975,Massachusetts,1.75,8.41,53.8
1975,Michigan,1.6,7.69,53.8
1975,Minnesota,1.6,7.69,53.8
1975,Mississippi,1.6,7.69,53.8
1975,Missouri,1.6,7.69,53.8
1975,Montana,1.6,7.69,53.8
1975,Nebraska,1.6,7.69,53.8
1975,Nevada,1.6,7.69,53.8
1975,New Hampshire,1.6,7.69,53.8
1975,New Jersey,1.6,7.69,53.8
1975,New Mexico,1.6,7.69,53.8
1975,New York,1.85,8.89,53.8
1975,North Carolina,1.6,7.69,53.8
1975,North Dakota,1.6,7.69,53.8
1975,Ohio,1.6,7.69,53.8
1975,Oklahoma,1.6,7.69,53.8
1975,Oregon,1.6,7.69,53.8
1975,Pennsylvania,1.6,7.69,53.8
1975,Puerto Rico,1.6,7.69,53.8
1975,Rhode Island,1.6,7.69,53.8
1975,South Carolina,1.6,7.69,53.8
1975,South Dakota,1.6,7.69,53.8
1975,Tennessee,1.6,7.69,53.8
1975,Texas,1.6,7.69,53.8
1975,U.S. Virgin Islands,1.6,7.69,53.8
1975,Utah,1.6,7.69,53.8
1975,Vermont,1.6,7.69,53.8
1975,Virginia,1.6,7.69,53.8
1975,Washington,1.6,7.69,53.8
1975,West Virginia,1.6,7.69,53.8
1975,Wisconsin,1.6,7.69,53.8
1975,Wyoming,1.6,7.69,53.8
1976,Alabama,2.2,10,56.9
1976,Alaska,2.8,12.73,56.9
1976,Arizona,2.2,10,56.9
1976,Arkansas,2.2,10,56.9
1976,California,2.2,10,56.9
1976,Colorado,2.2,10,56.9
1976,Connecticut,2.21,10.05,56.9
1976,Delaware,2.2,10,56.9
1976,District of Columbia,2.25,10.23,56.9
1976,Florida,2.2,10,56.9
1976,Georgia,2.2,10,56.9
1976,Guam,2.3,10.46,56.9
1976,Hawaii,2.4,10.91,56.9
1976,Idaho,2.2,10,56.9
1976,Illinois,2.2,10,56.9
1976,Indiana,2.2,10,56.9
1976,Iowa,2.2,10,56.9
1976,Kansas,2.2,10,56.9
1976,Kentucky,2.2,10,56.9
1976,Louisiana,2.2,10,56.9
1976,Maine,2.3,10.46,56.9
1976,Maryland,2.2,10,56.9
1976,Massachusetts,2.2,10,56.9
1976,Michigan,2.2,10,56.9
1976,Minnesota,2.2,10,56.9
1976,Mississippi,2.2,10,56.9
1976,Missouri,2.2,10,56.9
1976,Montana,2.2,10,56.9
1976,Nebraska,2.2,10,56.9
1976,Nevada,2.2,10,56.9
1976,New Hampshire,2.2,10,56.9
1976,New Jersey,2.2,10,56.9
1976,New Mexico,2.2,10,56.9
1976,New York,2.3,10.46,56.9
1976,North Carolina,2.2,10,56.9
1976,North Dakota,2.2,10,56.9
1976,Ohio,2.2,10,56.9
1976,Oklahoma,2.2,10,56.9
1976,Oregon,2.3,10.46,56.9
1976,Pennsylvania,2.2,10,56.9
1976,Puerto Rico,2.2,10,56.9
1976,Rhode Island,2.3,10.46,56.9
1976,South Carolina,2.2,10,56.9
1976,South Dakota,2.2,10,56.9
1976,Tennessee,2.2,10,56.9
1976,Texas,2.2,10,56.9
1976,U.S. Virgin Islands,2.2,10,56.9
1976,Utah,2.2,10,56.9
1976,Vermont,2.3,10.46,56.9
1976,Virginia,2.2,10,56.9
1976,Washington,2.2,10,56.9
1976,West Virginia,2.2,10,56.9
1976,Wisconsin,2.2,10,56.9
1976,Wyoming,2.2,10,56.9
1977,Alabama,2.2,9.39,60.6
1977,Alaska,2.8,11.95,60.6
1977,Arizona,2.2,9.39,60.6
1977,Arkansas,2.2,9.39,60.6
1977,California,2.2,9.39,60.6
1977,Colorado,2.2,9.39,60.6
1977,Connecticut,2.21,9.43,60.6
1977,Delaware,2.2,9.39,60.6
1977,District of Columbia,2.25,9.6,60.6
1977,Florida,2.2,9.39,60.6
1977,Georgia,2.2,9.39,60.6
1977,Guam,2.3,9.82,60.6
1977,Hawaii,2.4,10.24,60.6
1977,Idaho,2.2,9.39,60.6
1977,Illinois,2.2,9.39,60.6
1977,Indiana,2.2,9.39,60.6
1977,Iowa,2.2,9.39,60.6
1977,Kansas,2.2,9.39,60.6
1977,Kentucky,2.2,9.39,60.6
1977,Louisiana,2.2,9.39,60.6
1977,Maine,2.3,9.82,60.6
1977,Maryland,2.2,9.39,60.6
1977,Massachusetts,2.2,9.39,60.6
1977,Michigan,2.2,9.39,60.6
1977,Minnesota,2.2,9.39,60.6
1977,Mississippi,2.2,9.39,60.6
1977,Missouri,2.2,9.39,60.6
1977,Montana,2.2,9.39,60.6
1977,Nebraska,2.2,9.39,60.6
1977,Nevada,2.2,9.39,60.6
1977,New Hampshire,2.2,9.39,60.6
1977,New Jersey,2.2,9.39,60.6
1977,New Mexico,2.2,9.39,60.6
1977,New York,2.3,9.82,60.6
1977,North Carolina,2.2,9.39,60.6
1977,North Dakota,2.2,9.39,60.6
1977,Ohio,2.2,9.39,60.6
1977,Oklahoma,2.2,9.39,60.6
1977,Oregon,2.3,9.82,60.6
1977,Pennsylvania,2.2,9.39,60.6
1977,Puerto Rico,2.2,9.39,60.6
1977,Rhode Island,2.3,9.82,60.6
1977,South Carolina,2.2,9.39,60.6
1977,South Dakota,2.2,9.39,60.6
1977,Tennessee,2.2,9.39,60.6
1977,Texas,2.2,9.39,60.6
1977,U.S. Virgin Islands,2.2,9.39,60.6
1977,Utah,2.2,9.39,60.6
1977,Vermont,2.3,9.82,60.6
1977,Virginia,2.2,9.39,60.6
1977,Washington,2.2,9.39,60.6
1977,West Virginia,2.2,9.39,60.6
1977,Wisconsin,2.2,9.39,60.6
1977,Wyoming,2.2,9.39,60.6
1978,Alabama,2.2,8.73,65.2
1978,Alaska,2.8,11.11,65.2
1978,Arizona,2.2,8.73,65.2
1978,Arkansas,2.2,8.73,65.2
1978,California,2.2,8.73,65.2
1978,Colorado,2.2,8.73,65.2
1978,Connecticut,2.21,8.77,65.2
1978,Delaware,2.2,8.73,65.2
1978,District of Columbia,2.25,8.93,65.2
1978,Florida,2.2,8.73,65.2
1978,Georgia,2.2,8.73,65.2
1978,Guam,2.3,9.12,65.2
1978,Hawaii,2.4,9.52,65.2
1978,Idaho,2.2,8.73,65.2
1978,Illinois,2.2,8.73,65.2
1978,Indiana,2.2,8.73,65.2
1978,Iowa,2.2,8.73,65.2
1978,Kansas,2.2,8.73,65.2
1978,Kentucky,2.2,8.73,65.2
1978,Louisiana,2.2,8.73,65.2
1978,Maine,2.3,9.12,65.2
1978,Maryland,2.2,8.73,65.2
1978,Massachusetts,2.2,8.73,65.2
1978,Michigan,2.2,8.73,65.2
1978,Minnesota,2.2,8.73,65.2
1978,Mississippi,2.2,8.73,65.2
1978,Missouri,2.2,8.73,65.2
1978,Montana,2.2,8.73,65.2
1978,Nebraska,2.2,8.73,65.2
1978,Nevada,2.2,8.73,65.2
1978,New Hampshire,2.2,8.73,65.2
1978,New Jersey,2.2,8.73,65.2
1978,New Mexico,2.2,8.73,65.2
1978,New York,2.3,9.12,65.2
1978,North Carolina,2.2,8.73,65.2
1978,North Dakota,2.2,8.73,65.2
1978,Ohio,2.2,8.73,65.2
1978,Oklahoma,2.2,8.73,65.2
1978,Oregon,2.3,9.12,65.2
1978,Pennsylvania,2.2,8.73,65.2
1978,Puerto Rico,2.2,8.73,65.2
1978,Rhode Island,2.3,9.12,65.2
1978,South Carolina,2.2,8.73,65.2
1978,South Dakota,2.2,8.73,65.2
1978,Tennessee,2.2,8.73,65.2
1978,Texas,2.2,8.73,65.2
1978,U.S. Virgin Islands,2.2,8.73,65.2
1978,Utah,2.2,8.73,65.2
1978,Vermont,2.3,9.12,65.2
1978,Virginia,2.2,8.73,65.2
1978,Washington,2.2,8.73,65.2
1978,West Virginia,2.2,8.73,65.2
1978,Wisconsin,2.2,8.73,65.2
1978,Wyoming,2.2,8.73,65.2
1979,Alabama,2.9,10.33,72.6
1979,Alaska,3.4,12.11,72.6
1979,Arizona,2.9,10.33,72.6
1979,Arkansas,2.9,10.33,72.6
1979,California,2.9,10.33,72.6
1979,Colorado,2.9,10.33,72.6
1979,Connecticut,2.91,10.37,72.6
1979,Delaware,2.9,10.33,72.6
1979,District of Columbia,2.9,10.33,72.6
1979,Florida,2.9,10.33,72.6
1979,Georgia,2.9,10.33,72.6
1979,Guam,2.9,10.33,72.6
1979,Hawaii,2.9,10.33,72.6
1979,Idaho,2.9,10.33,72.6
1979,Illinois,2.9,10.33,72.6
1979,Indiana,2.9,10.33,72.6
1979,Iowa,2.9,10.33,72.6
1979,Kansas,2.9,10.33,72.6
1979,Kentucky,2.9,10.33,72.6
1979,Louisiana,2.9,10.33,72.6
1979,Maine,2.9,10.33,72.6
1979,Maryland,2.9,10.33,72.6
1979,Massachusetts,2.9,10.33,72.6
1979,Michigan,2.9,10.33,72.6
1979,Minnesota,2.9,10.33,72.6
1979,Mississippi,2.9,10.33,72.6
1979,Missouri,2.9,10.33,72.6
1979,Montana,2.9,10.33,72.6
1979,Nebraska,2.9,10.33,72.6
1979,Nevada,2.9,10.33,72.6
1979,New Hampshire,2.9,10.33,72.6
1979,New Jersey,2.9,10.33,72.6
1979,New Mexico,2.9,10.33,72.6
1979,New York,2.9,10.33,72.6
1979,North Carolina,2.9,10.33,72.6
1979,North Dakota,2.9,10.33,72.6
1979,Ohio,2.9,10.33,72.6
1979,Oklahoma,2.9,10.33,72.6
1979,Oregon,2.9,10.33,72.6
1979,Pennsylvania,2.9,10.33,72.6
1979,Puerto Rico,2.9,10.33,72.6
1979,Rhode Island,2.9,10.33,72.6
1979,South Carolina,2.9,10.33,72.6
1979,South Dakota,2.9,10.33,72.6
1979,Tennessee,2.9,10.33,72.6
1979,Texas,2.9,10.33,72.6
1979,U.S. Virgin Islands,2.9,10.33,72.6
1979,Utah,2.9,10.33,72.6
1979,Vermont,2.9,10.33,72.6
1979,Virginia,2.9,10.33,72.6
1979,Washington,2.9,10.33,72.6
1979,West Virginia,2.9,10.33,72.6
1979,Wisconsin,2.9,10.33,72.6
1979,Wyoming,2.9,10.33,72.6
1980,Alabama,3.1,9.73,82.4
1980,Alaska,3.6,11.3,82.4
1980,Arizona,3.1,9.73,82.4
1980,Arkansas,3.1,9.73,82.4
1980,California,3.1,9.73,82.4
1980,Colorado,3.1,9.73,82.4
1980,Connecticut,3.12,9.79,82.4
1980,Delaware,3.1,9.73,82.4
1980,District of Columbia,3.1,9.73,82.4
1980,Florida,3.1,9.73,82.4
1980,Georgia,3.1,9.73,82.4
1980,Guam,3.1,9.73,82.4
1980,Hawaii,3.1,9.73,82.4
1980,Idaho,3.1,9.73,82.4
1980,Illinois,3.1,9.73,82.4
1980,Indiana,3.1,9.73,82.4
1980,Iowa,3.1,9.73,82.4
1980,Kansas,3.1,9.73,82.4
1980,Kentucky,3.1,9.73,82.4
1980,Louisiana,3.1,9.73,82.4
1980,Maine,3.1,9.73,82.4
1980,Maryland,3.1,9.73,82.4
1980,Massachusetts,3.1,9.73,82.4
1980,Michigan,3.1,9.73,82.4
1980,Minnesota,3.1,9.73,82.4
1980,Mississippi,3.1,9.73,82.4
1980,Missouri,3.1,9.73,82.4
1980,Montana,3.1,9.73,82.4
1980,Nebraska,3.1,9.73,82.4
1980,Nevada,3.1,9.73,82.4
1980,New Hampshire,3.1,9.73,82.4
1980,New Jersey,3.1,9.73,82.4
1980,New Mexico,3.1,9.73,82.4
1980,New York,3.1,9.73,82.4
1980,North Carolina,3.1,9.73,82.4
1980,North Dakota,3.1,9.73,82.4
