year,poverty_rate,state
1996,16.20,Massachusetts
1996,11.80,Alaska
1996,14.80,South Carolina
1996,10.90,Minnesota
1996,13.70,Connecticut
1996,15.90,Georgia
1996,10.30,Indiana
1996,11.10,Nebraska
1996,11.60,North Dakota
1996,12.60,Ohio
1996,22.80,New York
1996,13.70,Maryland
1996,10.10,Wisconsin
1996,12.70,Washington
1996,11.20,New Hampshire
1996,14.14,National
1996,14.00,South Dakota
1996,12.00,Wyoming
1996,12.10,Delaware
1996,16.80,Alabama
1996,11.30,Colorado
1996,19.30,Florida
1996,14.00,Virginia
1996,15.30,Montana
1996,16.40,Arkansas
1996,17.50,West Virginia
1996,15.80,New Jersey
1996,23.20,Hawaii
1996,11.60,Missouri
1996,14.60,North Carolina
1996,20.40,Louisiana
1997,14.10,South Carolina
1997,12.20,Maryland
1997,23.90,California
1997,9.10,Utah
1997,14.90,Kentucky
1997,11.00,North Dakota
1997,11.00,Nebraska
1997,14.30,Tennessee
1997,12.10,Maine
1997,16.10,West Virginia
1997,15.40,Georgia
1997,10.00,Minnesota
1997,15.10,New Jersey
1997,10.90,Missouri
1997,13.58,National
1997,12.70,Connecticut
1997,23.40,New Mexico
1997,14.60,Illinois
1997,12.10,Delaware
1997,27.57,Arizona
1997,14.90,Nevada
1997,22.50,New York
1997,11.90,Ohio
1997,14.50,Idaho
1997,14.10,North Carolina
1997,9.60,Wisconsin
1997,11.60,Vermont
1997,15.30,Oregon
1997,17.30,Mississippi
1997,13.20,Pennsylvania
1997,24.10,Hawaii
1997,10.70,Alaska
1997,11.90,Washington
1997,14.00,Oklahoma
1997,15.90,Alabama
1997,11.10,Colorado
1997,12.60,Michigan
1997,18.70,Florida
1997,10.40,New Hampshire
1997,15.60,Montana
1997,13.00,Virginia
1997,12.70,South Dakota
1997,16.40,Massachusetts
1997,14.60,Rhode Island
1997,11.30,Wyoming
1997,18.90,Louisiana
1997,15.70,Arkansas
1997,9.90,Iowa
1997,8.60,Indiana
1997,11.40,Kansas
1997,18.20,Texas
1998,13.80,Nevada
1998,12.00,Michigan
1998,11.70,Ohio
1998,14.40,North Carolina
1998,9.20,Utah
1998,14.00,Illinois
1998,12.50,Connecticut
1998,10.70,Nebraska
1998,10.90,Kansas
1998,21.90,New York
1998,15.80,Montana
1998,17.50,Florida
1998,17.80,Texas
1998,15.80,Massachusetts
1998,15.10,West Virginia
1998,10.70,Wyoming
1998,12.00,Washington
1998,9.60,New Hampshire
1998,15.90,Mississippi
1998,15.10,Oregon
1998,23.30,Hawaii
1998,10.70,Alaska
1998,12.10,Maine
1998,12.30,Virginia
1998,11.50,Colorado
1998,13.80,Tennessee
1998,10.80,North Dakota
1998,21.70,New Mexico
1998,14.20,Idaho
1998,11.80,South Dakota
1998,14.20,Kentucky
1998,9.10,Iowa
1998,14.10,Rhode Island
1998,13.50,Oklahoma
1998,22.50,California
1998,15.60,Georgia
1998,12.50,Pennsylvania
1998,11.90,Delaware
1998,18.20,Louisiana
1998,26.31,Arizona
1998,14.60,Alabama
1998,12.90,South Carolina
1998,9.30,Minnesota
1998,10.40,Missouri
1998,14.60,New Jersey
1998,11.40,Maryland
1998,10.90,Vermont
1998,8.40,Indiana
1998,15.80,Arkansas
1998,9.30,Wisconsin
1998,13.02,National
1999,14.40,West Virginia
1999,13.30,Oklahoma
1999,13.60,Idaho
1999,13.70,Kentucky
1999,17.70,Texas
1999,8.80,Indiana
1999,11.80,Maine
1999,11.10,Ohio
1999,10.30,Wyoming
1999,22.50,Hawaii
1999,10.50,Missouri
1999,21.10,California
1999,11.40,Virginia
1999,14.40,Alabama
1999,12.90,Nevada
1999,10.80,Nebraska
1999,15.40,Montana
1999,14.40,New Jersey
1999,11.20,Colorado
1999,15.70,Arkansas
1999,17.20,Louisiana
1999,11.30,North Dakota
1999,9.10,New Hampshire
1999,10.50,Maryland
1999,15.60,Georgia
1999,8.60,Iowa
1999,12.00,Pennsylvania
1999,14.20,North Carolina
1999,10.60,Kansas
1999,8.70,Minnesota
1999,11.50,Connecticut
1999,11.10,Delaware
1999,24.57,Arizona
1999,11.80,Washington
1999,17.00,Florida
1999,8.70,Wisconsin
1999,12.40,National
1999,9.80,Utah
1999,21.60,New York
1999,13.90,Tennessee
1999,19.90,New Mexico
1999,10.80,Alaska
1999,10.40,Vermont
1999,11.20,South Dakota
1999,15.00,Oregon
1999,15.70,Mississippi
1999,13.60,Illinois
1999,15.30,Massachusetts
1999,11.60,Michigan
1999,13.30,Rhode Island
1999,13.40,South Carolina
2000,11.00,North Dakota
2000,8.30,Minnesota
2000,11.80,Maine
2000,10.70,Vermont
2000,15.50,Arkansas
2000,10.60,Alaska
2000,13.50,South Carolina
2000,8.50,Wisconsin
2000,17.10,Louisiana
2000,11.90,Washington
2000,11.30,Connecticut
2000,13.00,Idaho
2000,10.70,Virginia
2000,23.73,Arizona
2000,8.60,Iowa
2000,20.50,Hawaii
2000,10.20,Missouri
2000,14.30,West Virginia
2000,11.90,Michigan
2000,19.90,California
2000,20.90,New York
2000,13.40,Oklahoma
2000,13.70,Tennessee
2000,12.30,Rhode Island
2000,12.80,Nevada
2000,11.20,Delaware
2000,10.20,South Dakota
2000,11.60,Pennsylvania
2000,15.00,Montana
2000,9.40,Wyoming
2000,14.70,North Carolina
2000,8.40,New Hampshire
2000,16.00,Mississippi
2000,10.60,Maryland
2000,11.10,Ohio
2000,19.10,New Mexico
2000,14.20,Alabama
2000,10.10,Utah
2000,14.90,Georgia
2000,9.10,Indiana
2000,14.00,New Jersey
2000,10.70,Kansas
2000,17.30,Texas
2000,12.39,National
2000,13.30,Kentucky
2000,10.70,Nebraska
2000,15.00,Massachusetts
2000,13.70,Illinois
2000,12.00,Colorado
2000,14.60,Oregon
2000,16.30,Florida
2001,15.00,North Carolina
2001,12.30,Idaho
2001,7.70,New Hampshire
2001,13.90,Illinois
2001,18.60,New Mexico
2001,10.70,Alaska
2001,18.40,Hawaii
2001,14.60,Alabama
2001,8.60,Wisconsin
2001,10.60,Vermont
2001,11.10,Connecticut
2001,12.80,Washington
2001,12.60,Colorado
2001,7.80,Minnesota
2001,11.00,Kansas
2001,16.00,Florida
2001,15.40,Montana
2001,9.10,Wyoming
2001,16.80,Louisiana
2001,20.30,New York
2001,10.60,Delaware
2001,23.69,Arizona
2001,13.70,Tennessee
2001,16.00,Arkansas
2001,10.20,South Dakota
2001,10.70,Virginia
2001,15.70,Mississippi
2001,12.10,Maine
2001,10.50,Utah
2001,11.00,Maryland
2001,14.50,West Virginia
2001,13.70,New Jersey
2001,10.30,Missouri
2001,11.10,Ohio
2001,10.50,North Dakota
2001,10.20,Nebraska
2001,13.23,National
2001,12.90,Nevada
2001,13.80,Oregon
2001,9.40,Indiana
2001,17.70,Texas
2001,13.50,Oklahoma
2001,13.40,Kentucky
2001,19.20,California
2001,8.50,Iowa
2001,14.60,Georgia
2001,11.50,Pennsylvania
2001,11.70,Rhode Island
2001,11.90,Michigan
2001,15.20,Massachusetts
2001,13.50,South Carolina
2002,11.20,Virginia
2002,11.00,Ohio
2002,10.10,North Dakota
2002,9.00,Wyoming
2002,16.10,Mississippi
2002,13.00,Washington
2002,10.20,Kansas
2002,14.60,West Virginia
2002,13.57,National
2002,10.10,Missouri
2002,11.00,Idaho
2002,14.90,Montana
2002,15.60,Hawaii
2002,11.60,Pennsylvania
2002,9.80,Nebraska
2002,19.00,California
2002,9.00,Iowa
2002,23.72,Arizona
2002,11.50,Maryland
2002,15.20,North Carolina
2002,15.10,Georgia
2002,12.80,Colorado
2002,13.30,New Jersey
2002,14.40,Illinois
2002,11.00,Utah
2002,12.90,Oklahoma
2002,13.60,Oregon
2002,7.60,Minnesota
2002,11.00,Alaska
2002,10.30,Indiana
2002,12.10,Rhode Island
2002,10.30,Vermont
2002,19.70,New York
2002,12.10,Maine
2002,15.80,Arkansas
2002,16.40,Louisiana
2002,13.90,South Carolina
2002,8.90,Wisconsin
2002,11.10,Connecticut
2002,12.60,Michigan
2002,14.60,Alabama
2002,7.30,New Hampshire
2002,17.70,New Mexico
2002,14.80,Massachusetts
2002,15.40,Florida
2002,14.40,Tennessee
2002,13.80,Kentucky
2002,11.20,South Dakota
2002,13.00,Nevada
2002,10.20,Delaware
2002,18.00,Texas
2003,14.30,Hawaii
2003,8.90,Wyoming
2003,14.90,West Virginia
2003,14.50,Illinois
2003,12.90,Colorado
2003,11.20,Virginia
2003,10.20,North Dakota
2003,11.20,Ohio
2003,15.30,Arkansas
2003,9.70,Vermont
2003,7.90,Minnesota
2003,13.60,Nevada
2003,16.40,Louisiana
2003,17.30,New Mexico
2003,10.70,Indiana
2003,12.60,Washington
2003,15.20,Florida
2003,14.20,South Carolina
2003,11.20,South Dakota
2003,10.70,Alaska
2003,10.00,Delaware
2003,9.20,Wisconsin
2003,10.20,Missouri
2003,14.30,Montana
2003,14.50,Tennessee
2003,9.90,Nebraska
2003,11.80,Maine
2003,13.10,New Jersey
2003,13.20,Oklahoma
2003,10.00,Idaho
2003,14.10,Kentucky
2003,7.80,New Hampshire
2003,14.90,Massachusetts
2003,15.00,Georgia
2003,14.80,Alabama
2003,13.10,Michigan
2003,16.90,Mississippi
2003,17.90,Texas
2003,11.20,Connecticut
2003,19.60,New York
2003,11.80,Pennsylvania
2003,11.30,Utah
2003,13.50,Oregon
2003,13.80,National
2003,10.70,Kansas
2003,11.80,Maryland
2003,15.10,North Carolina
2003,12.30,Rhode Island
2003,9.20,Iowa
2003,19.20,California
2003,24.33,Arizona
2004,12.70,New Jersey
2004,14.30,Montana
2004,8.90,Wyoming
2004,13.30,South Carolina
2004,11.00,Alaska
2004,14.80,West Virginia
2004,11.10,Indiana
2004,14.90,Illinois
2004,10.00,Nebraska
2004,11.50,Ohio
2004,14.80,Alabama
2004,16.90,New Mexico
2004,9.10,Vermont
2004,14.90,North Carolina
2004,13.70,Nevada
2004,19.70,California
2004,24.70,Arizona
2004,10.80,Delaware
2004,9.60,Idaho
2004,19.00,New York
2004,9.40,Wisconsin
2004,12.50,Rhode Island
2004,13.50,Michigan
2004,8.10,Minnesota
2004,16.70,Mississippi
2004,14.50,Georgia
2004,14.90,Arkansas
2004,14.20,Kentucky
2004,7.60,New Hampshire
2004,11.50,Virginia
2004,14.10,Tennessee
2004,13.70,Hawaii
2004,15.60,Massachusetts
2004,11.80,Washington
2004,11.70,Pennsylvania
2004,10.40,Missouri
2004,10.70,Kansas
2004,11.10,Maine
2004,12.70,Colorado
2004,11.50,Connecticut
2004,12.00,Maryland
2004,11.00,Utah
2004,16.60,Louisiana
2004,17.90,Texas
2004,13.70,National
2004,12.90,Oklahoma
2004,11.20,South Dakota
2004,14.80,Florida
2004,13.20,Oregon
2004,9.80,North Dakota
2004,9.50,Iowa
2005,14.60,Georgia
2005,12.70,Rhode Island
2005,13.00,Michigan
2005,14.10,Tennessee
2005,17.20,Mississippi
2005,15.20,Kentucky
2005,16.00,Massachusetts
2005,7.70,New Hampshire
2005,20.40,California
2005,13.20,Oregon
2005,11.50,Pennsylvania
2005,11.70,Connecticut
2005,9.20,Idaho
2005,17.60,Texas
2005,12.70,Oklahoma
2005,13.40,South Carolina
2005,10.70,Alaska
2005,11.90,Indiana
2005,10.10,Maine
2005,11.50,Washington
2005,10.50,Missouri
2005,9.60,Nebraska
2005,15.90,New Mexico
2005,9.10,Iowa
2005,10.70,South Dakota
2005,9.60,North Dakota
2005,12.20,Maryland
2005,11.70,Ohio
2005,11.00,Delaware
2005,14.40,Illinois
2005,13.90,West Virginia
2005,12.80,New Jersey
2005,9.00,Vermont
2005,11.00,Utah
2005,8.40,Minnesota
2005,24.57,Arizona
2005,13.30,Nevada
2005,9.60,Wisconsin
2005,19.20,New York
2005,13.50,Montana
2005,11.30,Virginia
2005,12.60,Colorado
2005,13.67,National
2005,16.70,Louisiana
2005,14.90,North Carolina
2005,13.10,Arkansas
2005,14.60,Florida
2005,10.50,Kansas
2005,12.90,Hawaii
2005,14.70,Alabama
2005,9.20,Wyoming
2006,12.50,Montana
2006,16.90,Texas
2006,10.60,Kansas
2006,14.80,Florida
2006,13.00,Oregon
2006,12.60,Arkansas
2006,12.40,Colorado
2006,13.30,Hawaii
2006,14.10,North Carolina
2006,14.50,Georgia
2006,10.20,Utah
2006,13.10,New Jersey
2006,13.90,Alabama
2006,17.60,Mississippi
2006,24.68,Arizona
2006,15.40,Kentucky
2006,19.30,New York
2006,9.00,Wyoming
2006,7.60,New Hampshire
2006,12.20,Maryland
2006,12.30,Indiana
2006,15.80,New Mexico
2006,9.20,Nebraska
2006,11.20,Pennsylvania
2006,10.10,South Dakota
2006,11.90,Ohio
2006,8.60,Minnesota
2006,9.50,North Dakota
2006,9.50,Idaho
2006,8.70,Iowa
2006,10.20,Missouri
2006,12.60,Oklahoma
2006,10.50,Washington
2006,9.20,Wisconsin
2006,21.10,California
2006,11.60,Delaware
2006,17.10,Louisiana
2006,9.70,Maine
2006,15.60,Massachusetts
2006,13.10,West Virginia
2006,13.00,Michigan
2006,13.90,South Carolina
2006,12.60,Nevada
2006,14.20,Tennessee
2006,11.50,Virginia
2006,13.79,National
2006,14.10,Illinois
2006,9.10,Vermont
2006,11.70,Connecticut
2006,10.30,Alaska
2006,13.50,Rhode Island
2007,10.50,Kansas
2007,14.70,Kentucky
2007,17.30,Mississippi
2007,12.10,Delaware
2007,13.80,Tennessee
2007,15.70,New Mexico
2007,14.00,North Carolina
2007,16.30,Louisiana
2007,11.50,Connecticut
2007,11.60,Montana
2007,10.10,Idaho
2007,14.10,Alabama
2007,13.70,South Carolina
2007,13.00,Arkansas
2007,12.70,Oregon
2007,15.90,Florida
2007,18.80,New York
2007,12.90,Colorado
2007,12.70,Indiana
2007,8.20,Iowa
2007,15.20,Massachusetts
2007,10.40,Alaska
2007,12.80,Oklahoma
2007,26.74,Arizona
2007,13.80,Illinois
2007,9.20,Wisconsin
2007,9.50,North Dakota
2007,14.80,Hawaii
2007,10.90,Pennsylvania
2007,8.90,Wyoming
2007,10.00,South Dakota
2007,9.00,Vermont
2007,11.40,Virginia
2007,8.10,New Hampshire
2007,12.40,Michigan
2007,10.20,Washington
2007,10.10,Utah
2007,9.10,Minnesota
2007,14.90,Georgia
2007,21.50,California
2007,16.50,Texas
2007,9.40,Maine
2007,12.40,West Virginia
2007,11.80,Ohio
2007,13.10,New Jersey
2007,14.43,National
2007,12.40,Maryland
2007,13.20,Rhode Island
2007,10.60,Missouri
2007,13.10,Nevada
2007,9.10,Nebraska
2008,9.10,Wisconsin
2008,12.50,Delaware
2008,18.40,New York
2008,11.40,Connecticut
2008,10.80,Pennsylvania
2008,12.40,Oklahoma
2008,13.80,North Carolina
2008,16.80,Louisiana
2008,9.20,Vermont
2008,28.08,Arizona
2008,11.60,Montana
2008,22.00,California
2008,14.00,Nevada
2008,13.40,New Jersey
2008,12.00,West Virginia
2008,11.90,Ohio
2008,11.50,Virginia
2008,14.70,Massachusetts
2008,14.50,Kentucky
2008,9.30,Minnesota
2008,10.00,Utah
2008,8.30,New Hampshire
2008,12.60,Maryland
2008,8.60,Wyoming
2008,15.50,Hawaii
2008,10.20,Kansas
2008,17.10,Florida
2008,13.10,Arkansas
2008,10.20,Washington
2008,15.40,Georgia
2008,14.77,National
2008,11.30,Missouri
2008,17.20,Mississippi
2008,9.40,Maine
2008,15.20,New Mexico
2008,8.90,Nebraska
2008,13.50,South Carolina
2008,12.70,Michigan
2008,14.10,Tennessee
2008,13.10,Indiana
2008,9.80,South Dakota
2008,10.70,Idaho
2008,12.80,Colorado
2008,14.10,Illinois
2008,12.90,Rhode Island
2008,7.70,Iowa
2008,10.90,Alaska
2008,16.10,Texas
2008,12.70,Oregon
2008,13.90,Alabama
2008,9.30,North Dakota
2009,15.11,National
2009,16.80,Louisiana
2009,13.70,North Carolina
2009,29.31,Arizona
2009,11.30,Connecticut
2009,17.70,Florida
2009,13.80,Massachusetts
2009,11.60,West Virginia
2009,12.60,Maryland
2009,14.10,Kentucky
2009,14.20,Tennessee
2009,9.40,Wisconsin
2009,14.80,South Carolina
2009,8.80,Nebraska
2009,11.10,Alaska
2009,9.80,South Dakota
2009,15.80,Nevada
2009,13.60,Alabama
2009,13.90,New Jersey
2009,9.80,Maine
2009,11.50,Missouri
2009,18.10,New York
2009,15.90,Texas
2009,10.70,Washington
2009,9.50,Vermont
2009,15.10,New Mexico
2009,10.40,Kansas
2009,8.80,New Hampshire
2009,16.20,Mississippi
2009,10.90,Pennsylvania
2009,12.00,Oklahoma
2009,11.20,Idaho
2009,22.50,California
2009,13.00,Rhode Island
2009,12.80,Oregon
2009,16.50,Georgia
2009,7.70,Iowa
2009,13.60,Indiana
2009,13.50,Arkansas
2009,12.60,Michigan
2009,8.90,North Dakota
2009,9.50,Minnesota
2009,9.90,Utah
2009,15.60,Hawaii
2009,8.80,Wyoming
2009,12.00,Virginia
2009,14.00,Illinois
2009,13.30,Colorado
2009,11.80,Ohio
2009,11.30,Montana
2009,12.90,Delaware
2010,13.40,Massachusetts
2010,14.80,Tennessee
2010,13.40,Colorado
2010,7.80,Iowa
2010,11.40,Alaska
2010,13.50,Alabama
2010,14.10,New Jersey
2010,12.30,Ohio
2010,11.60,Missouri
2010,11.30,Connecticut
2010,12.00,West Virginia
2010,12.80,Michigan
2010,9.80,Wisconsin
2010,10.90,Kansas
2010,11.00,Washington
2010,10.10,Maine
2010,10.00,Utah
2010,16.50,Hawaii
2010,13.30,Kentucky
2010,15.00,South Carolina
2010,16.10,Mississippi
2010,16.90,Louisiana
2010,16.20,New Mexico
2010,12.50,Virginia
2010,13.50,Indiana
2010,12.90,Oregon
2010,22.70,California
2010,9.20,New Hampshire
2010,10.20,South Dakota
2010,14.20,Illinois
2010,15.90,Texas
2010,9.50,Minnesota
2010,9.10,Nebraska
2010,13.20,Delaware
2010,17.70,New York
2010,15.91,National
2010,12.10,Oklahoma
2010,8.80,Wyoming
2010,11.30,Montana
2010,13.30,Rhode Island
2010,18.70,Florida
2010,30.87,Arizona
2010,11.50,Pennsylvania
2010,13.80,North Carolina
2010,9.30,Vermont
2010,11.50,Idaho
2010,15.30,Arkansas
2010,17.10,Georgia
2010,8.80,North Dakota
2010,17.20,Nevada
2010,12.90,Maryland
2011,12.20,Ohio
2011,11.90,Washington
2011,17.30,Hawaii
2011,8.30,Iowa
2011,9.10,North Dakota
2011,13.20,Michigan
2011,12.10,Alaska
2011,10.20,Minnesota
2011,17.80,Georgia
2011,14.60,Illinois
2011,11.50,Montana
2011,11.90,Pennsylvania
2011,13.50,Massachusetts
2011,14.70,North Carolina
2011,13.40,Indiana
2011,17.20,New York
2011,13.30,Maryland
2011,15.70,New Mexico
2011,15.80,Texas
2011,9.30,Vermont
2011,17.00,Louisiana
2011,11.10,Kansas
2011,15.30,Arkansas
2011,10.30,Maine
2011,10.50,Wisconsin
2011,13.30,Delaware
2011,19.20,Florida
2011,32.62,Arizona
2011,12.30,West Virginia
2011,9.70,Nebraska
2011,11.40,Idaho
2011,13.30,Colorado
2011,15.20,South Carolina
2011,22.70,California
2011,13.10,Rhode Island
2011,13.90,Oregon
2011,12.30,Oklahoma
2011,18.90,Nevada
2011,16.07,National
2011,12.30,Missouri
2011,15.50,Tennessee
2011,14.00,Alabama
2011,14.60,New Jersey
2011,10.10,South Dakota
2011,10.10,New Hampshire
2011,9.10,Wyoming
2011,13.50,Kentucky
2011,10.40,Utah
2011,11.60,Connecticut
2011,12.90,Virginia
2011,16.00,Mississippi
2012,17.60,New York
2012,9.40,Vermont
2012,13.10,West Virginia
2012,8.70,Iowa
2012,16.10,Tennessee
2012,10.00,Nebraska
2012,15.99,National
2012,15.70,South Carolina
2012,13.50,Virginia
2012,11.80,Missouri
2012,18.70,Louisiana
2012,13.20,Colorado
2012,14.70,North Carolina
2012,10.20,South Dakota
2012,13.40,Rhode Island
2012,12.30,Washington
2012,11.80,Connecticut
2012,13.50,Michigan
2012,22.90,California
2012,14.10,Massachusetts
2012,12.60,Ohio
2012,11.20,Idaho
2012,11.90,Montana
2012,14.00,Oregon
2012,10.90,Wisconsin
2012,14.90,Illinois
2012,19.60,Nevada
2012,19.60,Florida
2012,12.90,Alaska
2012,9.60,Minnesota
2012,15.60,New Jersey
2012,13.50,Indiana
2012,10.50,Utah
2012,13.00,Oklahoma
2012,11.00,Kansas
2012,9.40,North Dakota
2012,10.20,New Hampshire
2012,15.70,Arkansas
2012,17.40,Georgia
2012,14.30,Kentucky
2012,13.90,Alabama
2012,12.10,Pennsylvania
2012,9.40,Wyoming
2012,32.21,Arizona
2012,15.80,Texas
2012,16.50,Mississippi
2012,13.60,Maryland
2012,11.10,Maine
2012,12.90,Delaware
2012,16.00,New Mexico
2012,16.90,Hawaii
2013,14.30,Alabama
2013,11.40,Kansas
2013,9.70,Minnesota
2013,19.90,Nevada
2013,9.40,Vermont
2013,15.70,South Carolina
2013,11.40,Wisconsin
2013,12.90,Colorado
2013,13.70,West Virginia
2013,10.40,South Dakota
2013,15.80,Texas
2013,14.20,Oregon
2013,19.90,Florida
2013,13.20,Alaska
2013,33.12,Arizona
2013,12.50,Pennsylvania
2013,16.20,Arkansas
2013,15.54,National
2013,13.30,Indiana
2013,9.70,North Dakota
2013,16.80,Georgia
2013,12.60,Delaware
2013,10.40,Nebraska
2013,9.70,Wyoming
2013,18.00,New York
2013,14.20,Maryland
2013,13.50,Michigan
2013,16.00,North Carolina
2013,11.40,Missouri
2013,12.80,Washington
2013,10.40,New Hampshire
2013,13.90,Virginia
2013,15.40,Kentucky
2013,9.00,Iowa
2013,16.20,New Jersey
2013,17.30,Hawaii
2013,17.00,Tennessee
2013,11.40,Maine
2013,10.60,Utah
2013,13.10,Oklahoma
2013,12.00,Connecticut
2013,17.30,Mississippi
2013,15.00,Illinois
2013,19.10,Louisiana
2013,16.60,New Mexico
2013,22.90,California
2013,12.70,Ohio
2013,10.70,Idaho
2013,11.60,Montana
2013,14.90,Massachusetts
2013,14.20,Rhode Island
2014,11.10,Kansas
2014,19.80,Louisiana
2014,17.00,Hawaii
2014,11.90,Maine
2014,11.80,Pennsylvania
2014,13.10,Oklahoma
2014,15.60,Texas
2014,15.20,Illinois
2014,14.50,Maryland
2014,15.20,Massachusetts
2014,14.00,Rhode Island
2014,15.90,New Mexico
2014,12.30,Ohio
2014,12.00,Montana
2014,16.10,North Carolina
2014,17.70,New York
2014,11.40,Wisconsin
2014,12.60,Colorado
2014,14.00,West Virginia
2014,10.60,Nebraska
2014,15.90,South Carolina
2014,14.80,Oregon
2014,22.70,California
2014,16.70,Georgia
2014,10.50,Idaho
2014,11.70,Connecticut
2014,13.30,Washington
2014,15.25,National
2014,10.20,South Dakota
2014,10.00,Minnesota
2014,14.00,Michigan
2014,14.30,Alaska
2014,10.10,North Dakota
2014,14.90,Arkansas
2014,12.00,Delaware
2014,33.59,Arizona
2014,9.80,Utah
2014,9.70,Wyoming
2014,20.00,Florida
2014,16.90,Mississippi
2014,13.00,Indiana
2014,8.80,Vermont
2014,16.70,New Jersey
2014,14.70,Alabama
2014,9.30,Iowa
2014,20.50,Nevada
2014,11.30,Missouri
2014,14.10,Virginia
2014,16.20,Kentucky
2014,10.80,New Hampshire
2014,17.00,Tennessee
2015,14.33,National
2016,13.94,National
2017,13.91,National
2018,12.73,National
2019,11.77,National
