year,state,population_million,education_million,welfare_million,crime_rate,unemployment_rate,divorce_rate_per_1000_people,homeownership_rate,minimum_wage_effective,CPI_Average,avg_wage_index,poverty_rate
1987,Wisconsin,4.835,5172.7,2811.9,249.9,5.7,4.8111,68.2,3.35,113.6,18426.51,13.3
1988,Wisconsin,4.854,5747.7,2700.6,214.4,4.4,4.7556,68.0,3.35,118.3,19334.04,12.5
1989,Wisconsin,4.873,6014.1,2855.5,222.6,4.3,4.7,69.3,3.35,124.0,20099.55,11.8
1990,Wisconsin,4.8919999999999995,6547.5,3099.5,264.7,4.4,4.7,68.3,3.35,130.7,21027.98,11.6
1991,Wisconsin,4.937,7160.7,3465.1,277.0,5.4,4.6429,68.9,3.8,136.2,21811.6,12.4
1992,Wisconsin,4.9830000000000005,7445.6,2303.9,275.7,5.1,4.5857,69.4,4.25,140.3,22935.42,12.5
1993,Wisconsin,5.029,8137.0,2460.5,264.4,4.3,4.5286,65.7,4.25,144.5,23132.67,12.2
1994,Wisconsin,5.075,8371.9,2456.7,270.5,4.2,4.4714,64.2,4.25,148.2,23753.53,12.1
1995,Wisconsin,5.122000000000001,8762.0,2759.3,281.1,3.7,4.4143,67.5,4.25,152.4,24705.66,11.3
1996,Wisconsin,5.17,9308.3,2673.7,252.7,3.6,4.3571,68.2,4.25,156.9,25913.9,10.1
1997,Wisconsin,5.218,9880.4,2779.4,270.6,3.5,4.3,68.3,4.75,160.5,27426.0,9.6
1998,Wisconsin,5.266,10568.1,2422.6,249.0,3.3,4.2,70.1,5.15,163.0,28861.44,9.3
1999,Wisconsin,5.315,11065.9,2711.3,245.8,3.1,4.1,70.9,5.15,166.6,30469.84,8.7
2000,Wisconsin,5.374,11620.3,2730.7,236.8,3.4,4.0,71.8,5.15,172.2,32154.82,8.5
2001,Wisconsin,5.409,12443.8,3300.5,231.0,4.4,4.0,72.3,5.15,177.1,32921.92,8.6
2002,Wisconsin,5.447,12782.0,3600.5,225.0,5.3,3.9,72.2,5.15,179.9,33252.09,8.9
2003,Wisconsin,5.477,13101.2,4156.4,221.1,5.6,3.8,72.8,5.15,184.0,34064.95,9.2
2004,Wisconsin,5.511,13606.2,3845.3,209.8,5.0,3.7,73.3,5.15,188.9,35648.55,9.4
2005,Wisconsin,5.541,14038.2,3473.0,241.8,4.8,3.6,71.1,5.15,195.3,36952.94,9.6
2006,Wisconsin,5.572,14571.2,3546.4,286.1,4.7,3.7,70.2,5.7,201.6,38651.41,9.2
2007,Wisconsin,5.602,15113.1,3719.7,291.5,4.8,3.6,70.5,6.5,207.342,40405.48,9.2
2008,Wisconsin,5.627999999999999,15836.4,3814.3,275.5,4.9,3.5,70.4,6.5,215.303,41334.97,9.1
2009,Wisconsin,5.655,16419.6,4850.6,259.1,9.0,3.5,70.4,6.55,214.537,40711.61,9.4
2010,Wisconsin,5.691,17075.1,6366.1,248.9,8.5,3.6,71.0,7.25,218.05599999999998,41673.83,9.8
2011,Wisconsin,5.706,17623.4,5662.5,249.9,7.6,3.6,68.5,7.25,224.93900000000002,42979.61,10.5
2012,Wisconsin,5.721,17323.5,5019.6,283.9,6.9,3.4,67.5,7.25,229.59400000000002,44321.67,10.9
2013,Wisconsin,5.7379999999999995,17124.7,3999.4,280.7,6.7,3.3,68.5,7.25,232.957,44888.16,11.4
2014,Wisconsin,5.752999999999999,17826.7,4936.9,291.1,5.3,3.2,67.8,7.25,236.736,46481.52,11.4
1984,Wyoming,0.46299999999999997,788.7,185.6,242.1,6.3,4.9778,68.8,3.35,103.9,16135.07,17.1
1985,Wyoming,0.462,811.2,182.1,256.8,7.0,4.9222,73.2,3.35,107.6,16822.51,16.8
1986,Wyoming,0.46,857.2,209.6,293.1,8.6,4.8667,72.0,3.35,109.6,17321.82,15.6
1987,Wyoming,0.45799999999999996,793.5,238.5,283.1,8.1,4.8111,68.9,3.35,113.6,18426.51,14.8
1988,Wyoming,0.457,773.2,179.3,314.0,6.5,4.7556,67.8,3.35,118.3,19334.04,14.2
1989,Wyoming,0.455,758.2,186.1,258.3,6.1,4.7,69.6,3.35,124.0,20099.55,13.0
1990,Wyoming,0.45399999999999996,794.2,189.8,301.4,5.1,4.7,68.9,3.35,130.7,21027.98,13.3
1991,Wyoming,0.457,850.2,248.6,310.2,5.0,4.6429,68.7,3.8,136.2,21811.6,14.0
1992,Wyoming,0.461,895.3,147.3,319.5,5.4,4.5857,67.9,4.25,140.3,22935.42,14.2
1993,Wyoming,0.465,891.0,147.2,286.2,5.3,4.5286,67.1,4.25,144.5,23132.67,13.8
1994,Wyoming,0.469,943.6,135.1,272.5,4.9,4.4714,65.8,4.25,148.2,23753.53,13.3
1995,Wyoming,0.473,957.2,168.8,254.2,4.8,4.4143,69.0,4.25,152.4,24705.66,12.9
1996,Wyoming,0.47700000000000004,980.9,150.6,249.7,5.0,4.3571,68.0,4.25,156.9,25913.9,12.0
1997,Wyoming,0.48100000000000004,1006.7,137.5,255.2,4.8,4.3,67.6,4.75,160.5,27426.0,11.3
1998,Wyoming,0.485,1021.1,124.8,247.6,4.8,4.2,70.0,5.15,163.0,28861.44,10.7
1999,Wyoming,0.49,1082.2,122.5,232.5,4.7,4.1,69.8,5.15,166.6,30469.84,10.3
2000,Wyoming,0.494,1140.1,129.6,266.5,3.8,4.0,71.0,5.15,172.2,32154.82,9.4
2001,Wyoming,0.493,1226.4,192.6,257.6,3.8,4.0,73.5,5.15,177.1,32921.92,9.1
2002,Wyoming,0.49700000000000005,1300.7,170.8,273.4,4.0,3.9,73.0,5.15,179.9,33252.09,9.0
2003,Wyoming,0.499,1385.8,268.9,261.7,4.3,3.8,72.9,5.15,184.0,34064.95,8.9
2004,Wyoming,0.503,1458.8,236.8,229.9,3.8,3.7,72.8,5.15,188.9,35648.55,8.9
2005,Wyoming,0.506,1603.6,223.6,230.3,3.6,3.6,72.8,5.15,195.3,36952.94,9.2
2006,Wyoming,0.513,1726.4,201.0,253.8,3.0,3.7,73.7,5.15,201.6,38651.41,9.0
2007,Wyoming,0.523,2060.3,239.4,257.1,2.6,3.6,73.2,5.15,207.342,40405.48,8.9
2008,Wyoming,0.5329999999999999,2286.7,259.5,249.7,2.9,3.5,73.3,5.85,215.303,41334.97,8.6
2009,Wyoming,0.544,2503.6,342.2,219.7,6.3,3.5,73.8,6.55,214.537,40711.61,8.8
2010,Wyoming,0.565,2505.6,484.0,197.9,6.9,3.6,73.4,7.25,218.05599999999998,41673.83,8.8
2011,Wyoming,0.5670000000000001,2530.4,427.4,219.4,6.2,3.6,71.1,7.25,224.93900000000002,42979.61,9.1
2012,Wyoming,0.5770000000000001,2672.5,381.5,201.3,5.5,3.4,70.3,7.25,229.59400000000002,44321.67,9.4
2013,Wyoming,0.583,2647.7,342.6,207.8,4.8,3.3,70.5,7.25,232.957,44888.16,9.7
2014,Wyoming,0.583,2783.0,338.3,195.4,4.3,3.2,70.8,7.25,236.736,46481.52,9.7
