year,state,population_million,education_million,welfare_million,crime_rate,unemployment_rate,divorce_rate_per_1000_people,homeownership_rate,minimum_wage_effective,CPI_Average,inflation_rate,avg_wage_index,poverty_rate
1982,Indiana,5.501,3606.0,1246.3,300.6,12.0,5.0889,,3.35,96.5,6.1,14531.34,18.7
1983,Indiana,5.506,3642.7,1483.8,283.8,11.1,5.0333,,3.35,99.6,3.2,15239.24,18.4
1984,Indiana,5.5120000000000005,3946.3,1324.6,305.2,8.5,4.9778,69.9,3.35,103.9,4.3,16135.07,18.3
1985,Indiana,5.517,4187.5,1567.9,309.4,7.7,4.9222,67.6,3.35,107.6,3.5,16822.51,17.6
1986,Indiana,5.523,4578.0,1653.6,307.7,6.8,4.8667,67.6,3.35,109.6,1.9,17321.82,16.0
1987,Indiana,5.528,5121.9,1780.2,328.5,6.1,4.8111,69.1,3.35,113.6,3.7,18426.51,15.7
1988,Indiana,5.5329999999999995,5472.7,1796.2,380.0,5.2,4.7556,68.3,3.35,118.3,4.1,19334.04,15.5
1989,Indiana,5.539,6032.2,2087.3,406.5,4.7,4.7,68.2,3.35,124.0,4.8,20099.55,15.8
1990,Indiana,5.544,6391.1,2224.1,473.9,5.1,4.7,67.0,3.35,130.7,5.4,21027.98,15.9
1991,Indiana,5.596,7062.1,2712.9,505.3,5.7,4.6429,66.1,3.8,136.2,4.2,21811.6,16.2
1992,Indiana,5.648,7576.3,1193.7,508.5,6.1,4.5857,67.6,4.25,140.3,3.0,22935.42,16.1
1993,Indiana,5.7,7634.1,1415.4,489.1,5.1,4.5286,68.7,4.25,144.5,3.0,23132.67,14.9
1994,Indiana,5.752999999999999,8276.7,1447.3,525.1,4.7,4.4714,68.4,4.25,148.2,2.6,23753.53,12.8
1995,Indiana,5.806,8666.1,1677.9,524.7,4.4,4.4143,71.0,4.25,152.4,2.8,24705.66,11.5
1996,Indiana,5.86,9349.8,1667.7,537.0,4.0,4.3571,74.2,4.25,156.9,2.9,25913.9,10.3
1997,Indiana,5.914,9787.0,1683.0,514.6,3.4,4.3,74.1,4.75,160.5,2.3,27426.0,8.6
1998,Indiana,5.968999999999999,10431.1,1692.7,431.0,3.0,4.2,72.6,5.15,163.0,1.6,28861.44,8.4
1999,Indiana,6.025,10930.0,1924.1,374.6,2.9,4.1,72.9,5.15,166.6,2.2,30469.84,8.8
2000,Indiana,6.0920000000000005,11671.7,2092.0,349.1,3.0,4.0,74.9,5.15,172.2,3.4,32154.82,9.1
2001,Indiana,6.125,12227.5,2522.7,371.1,4.2,4.0,75.3,5.15,177.1,2.8,32921.92,9.4
2002,Indiana,6.149,12504.4,2906.4,357.3,5.2,3.9,75.1,5.15,179.9,1.6,33252.09,10.3
2003,Indiana,6.182,13343.3,3159.7,352.3,5.3,3.8,74.4,5.15,184.0,2.3,34064.95,10.7
2004,Indiana,6.2139999999999995,13949.6,3004.0,325.9,5.4,3.7,75.8,5.15,188.9,2.7,35648.55,11.1
2005,Indiana,6.252999999999999,15004.9,3058.8,324.0,5.4,3.6,75.0,5.15,195.3,3.4,36952.94,11.9
2006,Indiana,6.3020000000000005,15281.5,3268.5,321.6,5.0,3.7,74.2,5.15,201.6,3.2,38651.41,12.3
2007,Indiana,6.346,15978.0,3309.1,335.8,4.6,3.6,73.8,5.15,207.342,2.9,40405.48,12.7
2008,Indiana,6.388,16001.7,3191.8,337.6,5.9,3.5,74.4,5.85,215.303,3.8,41334.97,13.1
2009,Indiana,6.422999999999999,16675.9,4459.6,334.0,10.5,3.5,72.0,6.55,214.537,-0.4,40711.61,13.6
2010,Indiana,6.4910000000000005,17000.5,5746.5,323.3,10.1,3.6,71.2,7.25,218.05599999999998,1.6,41673.83,13.5
2011,Indiana,6.517,16747.5,5219.3,331.8,8.9,3.6,72.1,7.25,224.93900000000002,3.2,42979.61,13.4
2012,Indiana,6.539,17247.7,3991.4,344.8,8.2,3.4,72.1,7.25,229.59400000000002,2.1,44321.67,13.5
2013,Indiana,6.571000000000001,16887.7,3077.9,359.6,7.5,3.3,71.7,7.25,232.957,1.5,44888.16,13.3
2014,Indiana,6.596,16885.2,3666.1,365.3,5.9,3.2,70.1,7.25,236.736,1.6,46481.52,13.0
2015,Indiana,6.611000000000001,17120.2,2519.7,383.7,4.8,3.1,69.4,7.25,237.017,0.1,48098.63,
2016,Indiana,6.638,17893.1,2725.1,399.7,4.4,3.01,70.9,7.25,240.007,1.3,48642.15,
2017,Indiana,6.662000000000001,18176.7,2693.0,395.0,3.5,2.9,70.0,7.25,245.12,2.1,50321.89,
2018,Indiana,6.6979999999999995,18767.1,2655.2,373.5,3.4,2.9,69.8,7.25,251.107,2.4,52145.8,
2019,Indiana,6.731,18593.1,3164.5,370.8,3.2,2.7,69.5,7.25,255.657,1.8,54099.99,
2020,Indiana,6.755,18438.1,3198.0,,7.1,,72.7,7.25,258.66,1.2,54640.99,
2021,Indiana,6.779,18390.3,3251.7,,,,,,,4.8,,
2022,Indiana,6.803,18576.4,3330.2,,,,,,,,,
2023,Indiana,6.827000000000001,19050.2,3439.6,,,,,,,,,
2024,Indiana,6.852,19822.8,3580.9,,,,,,,,,
2025,Indiana,6.876,20874.1,3750.6,,,,,,,,,
2026,Indiana,6.9,22161.4,3944.4,,,,,,,,,
1970,Iowa,2.825,849.4,85.3,79.3,,3.5,,1.3,38.8,5.8,6186.24,
1971,Iowa,2.8339999999999996,944.3,111.7,98.9,,3.75,,1.3,40.5,4.3,6497.08,
1972,Iowa,2.843,1027.1,134.7,87.4,,4.0,,1.6,41.8,3.3,7133.8,
1973,Iowa,2.852,1004.3,110.5,102.3,,4.25,,1.6,44.4,6.2,7580.16,
1974,Iowa,2.86,1118.3,108.2,121.0,,4.5,,1.6,49.3,11.1,8030.76,
1975,Iowa,2.8689999999999998,1245.0,163.9,140.7,,4.75,,1.6,53.8,9.1,8630.92,
1976,Iowa,2.878,1368.8,304.0,132.9,4.1,5.0,,2.2,56.9,5.7,9226.48,17.1
1977,Iowa,2.887,1520.1,517.4,144.0,4.0,5.1,,2.2,60.6,6.5,9779.44,16.3
1978,Iowa,2.8960000000000004,1585.9,554.6,161.4,3.9,5.2,,2.2,65.2,7.6,10556.03,15.3
1979,Iowa,2.905,1813.1,582.5,181.2,4.2,5.3,,2.9,72.6,11.3,11479.46,15.4
1980,Iowa,2.9139999999999997,2059.0,718.5,200.4,5.9,5.2,,3.1,82.4,13.5,12513.46,15.7
1981,Iowa,2.9,2114.1,862.9,204.2,6.5,5.1444,,3.35,90.9,10.3,13773.1,16.7
1982,Iowa,2.886,2223.6,934.4,172.7,8.4,5.0889,,3.35,96.5,6.1,14531.34,18.1
1983,Iowa,2.872,2335.2,1058.3,181.1,8.2,5.0333,,3.35,99.6,3.2,15239.24,19.6
1984,Iowa,2.858,2488.6,963.8,198.7,7.0,4.9778,71.3,3.35,103.9,4.3,16135.07,19.4
1985,Iowa,2.844,2617.8,1020.0,211.7,7.4,4.9222,69.9,3.35,107.6,3.5,16822.51,19.3
1986,Iowa,2.8310000000000004,2709.0,1102.3,235.1,6.8,4.8667,69.2,3.35,109.6,1.9,17321.82,18.1
1987,Iowa,2.8169999999999997,2847.3,1077.0,231.2,5.6,4.8111,67.7,3.35,113.6,3.7,18426.51,16.9
1988,Iowa,2.804,3079.6,1076.7,256.8,4.7,4.7556,68.3,3.35,118.3,4.1,19334.04,15.0
1989,Iowa,2.79,3326.1,1131.6,266.3,4.3,4.7,69.6,3.35,124.0,4.8,20099.55,14.4
1990,Iowa,2.7769999999999997,3484.5,1388.5,299.7,4.4,4.7,70.7,3.35,130.7,5.4,21027.98,13.8
1991,Iowa,2.7910000000000004,3750.2,1509.3,303.3,4.7,4.6429,68.4,4.25,136.2,4.2,21811.6,13.8
1992,Iowa,2.806,3872.4,996.2,278.0,4.5,4.5857,66.3,4.65,140.3,3.0,22935.42,13.6
1993,Iowa,2.821,4138.8,1032.6,325.5,4.1,4.5286,68.2,4.65,144.5,3.0,23132.67,13.7
1994,Iowa,2.8360000000000003,4305.3,1035.5,315.1,3.6,4.4714,70.1,4.65,148.2,2.6,23753.53,12.9
1995,Iowa,2.8510000000000004,4483.5,1172.1,354.4,3.5,4.4143,71.4,4.65,152.4,2.8,24705.66,11.9
1996,Iowa,2.866,4712.8,1128.7,272.5,3.6,4.3571,72.8,4.65,156.9,2.9,25913.9,10.9
1997,Iowa,2.8810000000000002,4984.6,1154.1,310.0,3.1,4.3,72.7,4.75,160.5,2.3,27426.0,9.9
1998,Iowa,2.8960000000000004,5545.1,1067.4,311.5,2.8,4.2,72.1,5.15,163.0,1.6,28861.44,9.1
1999,Iowa,2.911,5783.3,1103.7,280.0,2.7,4.1,73.9,5.15,166.6,2.2,30469.84,8.6
2000,Iowa,2.928,6057.9,1159.7,266.4,2.7,4.0,75.2,5.15,172.2,3.4,32154.82,8.6
2001,Iowa,2.929,6298.7,1409.5,268.2,3.3,4.0,76.6,5.15,177.1,2.8,32921.92,8.5
2002,Iowa,2.929,6564.6,1503.6,285.7,4.0,3.9,73.9,5.15,179.9,1.6,33252.09,9.0
2003,Iowa,2.9330000000000003,6762.2,1673.3,277.9,4.4,3.8,73.4,5.15,184.0,2.3,34064.95,9.2
2004,Iowa,2.9410000000000003,7115.2,1303.2,287.8,4.5,3.7,73.2,5.15,188.9,2.7,35648.55,9.5
2005,Iowa,2.949,7392.8,1274.0,293.3,4.3,3.6,73.9,5.15,195.3,3.4,36952.94,9.1
2006,Iowa,2.964,7895.2,1299.6,285.7,3.7,3.7,74.0,5.15,201.6,3.2,38651.41,8.7
2007,Iowa,2.9789999999999996,8214.3,1285.0,300.2,3.7,3.6,73.7,5.15,207.342,2.9,40405.48,8.2
2008,Iowa,2.9939999999999998,8829.1,1352.8,288.1,4.1,3.5,74.0,7.25,215.303,3.8,41334.97,7.7
2009,Iowa,3.008,9361.3,1696.4,282.1,6.4,3.5,72.4,7.25,214.537,-0.4,40711.61,7.7
2010,Iowa,3.051,9408.1,2296.5,268.5,6.1,3.6,71.1,7.25,218.05599999999998,1.6,41673.83,7.8
2011,Iowa,3.0669999999999997,9759.1,2038.7,257.3,5.6,3.6,71.2,7.25,224.93900000000002,3.2,42979.61,8.3
2012,Iowa,3.077,9935.7,1755.2,265.6,5.1,3.4,70.2,7.25,229.59400000000002,2.1,44321.67,8.7
2013,Iowa,3.094,10109.5,1602.8,273.0,4.7,3.3,69.8,7.25,232.957,1.5,44888.16,9.0
2014,Iowa,3.111,10576.1,1689.6,272.8,4.2,3.2,69.4,7.25,236.736,1.6,46481.52,9.3
2015,Iowa,3.123,10978.4,1482.1,276.1,3.7,3.1,68.8,7.25,237.017,0.1,48098.63,
2016,Iowa,3.133,11147.8,1526.1,292.9,3.6,3.01,70.0,7.25,240.007,1.3,48642.15,
2017,Iowa,3.1439999999999997,11207.1,1514.1,287.5,3.1,2.9,70.0,7.25,245.12,2.1,50321.89,
2018,Iowa,3.15,11324.7,1451.6,263.7,2.6,2.9,68.9,7.25,251.107,2.4,52145.8,
2019,Iowa,3.16,11351.3,1431.6,266.6,2.8,2.7,69.5,7.25,255.657,1.8,54099.99,
2020,Iowa,3.1639999999999997,11375.6,1389.3,,5.3,,72.1,7.25,258.66,1.2,54640.99,
2021,Iowa,3.168,11459.4,1367.3,,,,,,,4.8,,
2022,Iowa,3.1719999999999997,11674.6,1370.4,,,,,,,,,
2023,Iowa,3.175,12048.8,1403.4,,,,,,,,,
2024,Iowa,3.179,12584.7,1467.1,,,,,,,,,
2025,Iowa,3.1830000000000003,13267.8,1558.8,,,,,,,,,
2026,Iowa,3.187,14072.2,1671.9,,,,,,,,,
1970,Kansas,2.249,628.4,116.7,202.8,,3.5,,1.3,38.8,5.8,6186.24,
1971,Kansas,2.26,643.8,148.3,214.5,,3.75,,1.3,40.5,4.3,6497.08,
1972,Kansas,2.272,701.5,160.8,209.8,,4.0,,1.6,41.8,3.3,7133.8,
1973,Kansas,2.283,715.9,101.2,217.5,,4.25,,1.6,44.4,6.2,7580.16,
1974,Kansas,2.294,783.7,95.4,276.3,,4.5,,1.6,49.3,11.1,8030.76,
1975,Kansas,2.306,884.9,112.0,278.2,,4.75,,1.6,53.8,9.1,8630.92,
1976,Kansas,2.3169999999999997,998.1,180.5,282.6,4.1,5.0,,2.2,56.9,5.7,9226.48,18.4
1977,Kansas,2.329,1110.9,402.5,309.8,3.9,5.1,,2.2,60.6,6.5,9779.44,17.6
1978,Kansas,2.34,1221.5,387.2,318.2,3.1,5.2,,2.2,65.2,7.6,10556.03,15.7
1979,Kansas,2.352,1342.5,409.3,353.6,3.1,5.3,,2.9,72.6,11.3,11479.46,15.1
1980,Kansas,2.364,1388.0,485.5,389.3,4.4,5.2,,3.1,82.4,13.5,12513.46,14.6
1981,Kansas,2.375,1594.2,625.6,369.4,4.3,5.1444,,3.35,90.9,10.3,13773.1,15.3
1982,Kansas,2.386,1702.4,631.0,335.9,6.3,5.0889,,3.35,96.5,6.1,14531.34,15.7
1983,Kansas,2.397,1827.7,797.4,326.6,5.9,5.0333,,3.35,99.6,3.2,15239.24,16.5
1984,Kansas,2.4090000000000003,2006.3,647.4,334.2,5.0,4.9778,72.7,3.35,103.9,4.3,16135.07,16.3
1985,Kansas,2.42,2165.3,637.9,355.8,5.2,4.9222,68.3,3.35,107.6,3.5,16822.51,15.7
1986,Kansas,2.431,2324.9,690.7,368.8,5.3,4.8667,66.4,3.35,109.6,1.9,17321.82,14.3
1987,Kansas,2.443,2401.3,758.2,360.7,4.8,4.8111,67.9,3.35,113.6,3.7,18426.51,14.0
1988,Kansas,2.454,2493.4,782.6,365.2,4.5,4.7556,68.6,3.35,118.3,4.1,19334.04,13.7
1989,Kansas,2.4659999999999997,2751.8,838.2,400.8,4.2,4.7,68.1,3.35,124.0,4.8,20099.55,13.6
1990,Kansas,2.478,2981.2,960.1,447.7,4.2,4.7,69.0,3.35,130.7,5.4,21027.98,14.1
1991,Kansas,2.498,3115.3,1078.6,499.6,4.5,4.6429,69.7,3.8,136.2,4.2,21811.6,14.6
1992,Kansas,2.5180000000000002,3538.8,640.8,510.8,4.6,4.5857,69.8,4.25,140.3,3.0,22935.42,15.3
1993,Kansas,2.539,3650.2,730.3,496.4,4.9,4.5286,68.9,4.25,144.5,3.0,23132.67,14.5
1994,Kansas,2.56,3844.5,714.0,443.0,4.8,4.4714,69.0,4.25,148.2,2.6,23753.53,14.0
1995,Kansas,2.5810000000000004,3980.3,776.4,420.7,4.3,4.4143,67.5,4.25,152.4,2.8,24705.66,13.0
1996,Kansas,2.602,4289.4,677.1,413.8,4.3,4.3571,67.5,4.25,156.9,2.9,25913.9,12.0
1997,Kansas,2.623,4199.1,675.2,429.7,3.8,4.3,66.5,4.75,160.5,2.3,27426.0,11.4
1998,Kansas,2.645,4425.4,582.3,417.3,3.7,4.2,66.7,5.15,163.0,1.6,28861.44,10.9
1999,Kansas,2.667,4827.7,630.2,382.8,3.5,4.1,67.5,5.15,166.6,2.2,30469.84,10.6
2000,Kansas,2.693,4950.4,658.8,389.4,3.8,4.0,69.3,5.15,172.2,3.4,32154.82,10.7
2001,Kansas,2.701,5372.7,889.2,403.7,4.3,4.0,70.4,5.15,177.1,2.8,32921.92,11.0
2002,Kansas,2.713,5576.5,1059.0,377.2,5.1,3.9,70.3,5.15,179.9,1.6,33252.09,10.2
2003,Kansas,2.722,5905.3,1281.3,397.5,5.5,3.8,70.3,5.15,184.0,2.3,34064.95,10.7
2004,Kansas,2.7310000000000003,6162.4,1360.6,377.9,5.5,3.7,69.9,5.15,188.9,2.7,35648.55,10.7
2005,Kansas,2.742,6230.6,1103.8,389.4,5.1,3.6,69.5,5.15,195.3,3.4,36952.94,10.5
2006,Kansas,2.7560000000000002,6688.7,918.7,432.7,4.4,3.7,70.0,5.15,201.6,3.2,38651.41,10.6
2007,Kansas,2.7760000000000002,7161.7,914.7,458.6,4.3,3.6,69.4,5.15,207.342,2.9,40405.48,10.5
2008,Kansas,2.7969999999999997,7630.2,998.9,412.3,4.6,3.5,68.8,5.85,215.303,3.8,41334.97,10.2
2009,Kansas,2.819,8527.5,1301.9,406.6,6.9,3.5,67.4,6.55,214.537,-0.4,40711.61,10.4
2010,Kansas,2.858,8644.0,2064.1,370.8,7.0,3.6,67.4,7.25,218.05599999999998,1.6,41673.83,10.9
2011,Kansas,2.87,8462.8,1732.7,355.7,6.4,3.6,65.4,7.25,224.93900000000002,3.2,42979.61,11.1
2012,Kansas,2.886,8526.3,1619.7,356.7,5.7,3.4,63.2,7.25,229.59400000000002,2.1,44321.67,11.0
2013,Kansas,2.8939999999999997,8562.4,1443.9,342.8,5.3,3.3,63.5,7.25,232.957,1.5,44888.16,11.4
2014,Kansas,2.9019999999999997,8887.3,1487.5,352.6,4.5,3.2,64.7,7.25,236.736,1.6,46481.52,11.1
2015,Kansas,2.911,9351.8,1229.4,395.0,4.2,3.1,64.9,7.25,237.017,0.1,48098.63,
2016,Kansas,2.9130000000000003,9514.2,1165.0,401.2,4.0,3.01,67.1,7.25,240.007,1.3,48642.15,
2017,Kansas,2.911,9943.2,1164.4,400.4,3.6,2.9,66.0,7.25,245.12,2.1,50321.89,
2018,Kansas,2.9130000000000003,10096.1,1161.2,441.8,3.3,2.9,67.3,7.25,251.107,2.4,52145.8,
2019,Kansas,2.9130000000000003,10060.9,1355.4,410.8,3.2,2.7,69.2,7.25,255.657,1.8,54099.99,
2020,Kansas,2.9139999999999997,10026.3,1346.5,,5.9,,69.5,7.25,258.66,1.2,54640.99,
2021,Kansas,2.915,10043.0,1346.6,,,,,,,4.8,,
2022,Kansas,2.9160000000000004,10176.3,1363.0,,,,,,,,,
2023,Kansas,2.917,10453.4,1399.5,,,,,,,,,
2024,Kansas,2.918,10879.7,1456.8,,,,,,,,,
2025,Kansas,2.92,11444.8,1533.5,,,,,,,,,
2026,Kansas,2.9210000000000003,12127.5,1626.2,,,,,,,,,
1970,Kentucky,3.221,716.5,100.0,222.3,,3.5,,1.3,38.8,5.8,6186.24,
1971,Kentucky,3.262,767.3,130.7,235.1,,3.75,,1.3,40.5,4.3,6497.08,
1972,Kentucky,3.304,791.0,167.3,225.7,,4.0,,1.6,41.8,3.3,7133.8,
1973,Kentucky,3.347,873.6,157.7,220.1,,4.25,,1.6,44.4,6.2,7580.16,
1974,Kentucky,3.39,948.8,154.1,234.0,,4.5,,1.6,49.3,11.1,8030.76,
1975,Kentucky,3.4339999999999997,1133.2,239.1,264.0,,4.75,,1.6,53.8,9.1,8630.92,
1976,Kentucky,3.478,1267.9,356.7,262.2,5.5,5.0,,2.2,56.9,5.7,9226.48,21.0
1977,Kentucky,3.523,1372.5,700.2,233.6,4.8,5.1,,2.2,60.6,6.5,9779.44,20.4
1978,Kentucky,3.568,1436.8,639.8,223.2,5.1,5.2,,2.2,65.2,7.6,10556.03,20.9
1979,Kentucky,3.614,1732.1,752.9,248.0,5.5,5.3,,2.9,72.6,11.3,11479.46,21.3
1980,Kentucky,3.661,1873.0,971.7,266.7,8.0,5.2,,3.1,82.4,13.5,12513.46,21.3
1981,Kentucky,3.6630000000000003,1946.3,1234.1,289.5,8.6,5.1444,,3.35,90.9,10.3,13773.1,22.0
1982,Kentucky,3.6660000000000004,1925.3,1212.9,315.0,10.8,5.0889,,3.35,96.5,6.1,14531.34,23.3
1983,Kentucky,3.668,2169.8,1294.4,322.2,11.2,5.0333,,3.35,99.6,3.2,15239.24,23.7
1984,Kentucky,3.6710000000000003,2287.3,1200.2,277.8,9.1,4.9778,70.2,3.35,103.9,4.3,16135.07,23.7
1985,Kentucky,3.673,2437.5,1248.9,305.5,9.0,4.9222,68.5,3.35,107.6,3.5,16822.51,24.3
1986,Kentucky,3.675,2597.3,1314.0,334.4,9.2,4.8667,68.1,3.35,109.6,1.9,17321.82,24.5
1987,Kentucky,3.678,2705.7,1379.3,337.8,8.3,4.8111,67.6,3.35,113.6,3.7,18426.51,23.7
1988,Kentucky,3.68,3025.1,1493.3,330.1,7.5,4.7556,65.4,3.35,118.3,4.1,19334.04,22.8
1989,Kentucky,3.6830000000000003,3137.0,1679.3,356.9,6.4,4.7,64.9,3.35,124.0,4.8,20099.55,22.5
1990,Kentucky,3.685,3416.4,1793.4,390.4,6.0,4.7,65.8,3.35,130.7,5.4,21027.98,22.3
1991,Kentucky,3.719,3807.3,2421.7,438.0,7.3,4.6429,67.2,3.8,136.2,4.2,21811.6,22.3
1992,Kentucky,3.7539999999999996,4056.4,1336.4,535.5,6.9,4.5857,69.0,4.25,140.3,3.0,22935.42,22.3
1993,Kentucky,3.7889999999999997,4208.7,1313.9,462.7,6.2,4.5286,68.76,4.25,144.5,3.0,23132.67,21.0
1994,Kentucky,3.824,4492.3,1163.8,444.0,5.4,4.4714,70.6,4.25,148.2,2.6,23753.53,19.8
1995,Kentucky,3.859,4818.1,1323.7,364.7,5.4,4.4143,71.2,4.25,152.4,2.8,24705.66,18.3
1996,Kentucky,3.895,5404.5,1213.9,320.5,5.4,4.3571,73.2,4.25,156.9,2.9,25913.9,16.3
1997,Kentucky,3.931,5410.8,1212.9,316.9,5.2,4.3,75.0,4.75,160.5,2.3,27426.0,14.9
1998,Kentucky,3.968,5637.9,1211.8,328.0,4.5,4.2,75.1,5.15,163.0,1.6,28861.44,14.2
1999,Kentucky,4.005,6046.5,1278.8,308.3,4.5,4.1,73.9,5.15,166.6,2.2,30469.84,13.7
2000,Kentucky,4.0489999999999995,6426.3,1376.5,294.5,4.1,4.0,73.4,5.15,172.2,3.4,32154.82,13.3
2001,Kentucky,4.069,6681.6,1869.7,258.3,5.2,4.0,73.9,5.15,177.1,2.8,32921.92,13.4
2002,Kentucky,4.091,6927.1,1773.7,271.4,5.8,3.9,73.7,5.15,179.9,1.6,33252.09,13.8
2003,Kentucky,4.119,7347.7,2052.0,248.5,6.2,3.8,74.4,5.15,184.0,2.3,34064.95,14.1
2004,Kentucky,4.148,7842.4,1867.0,245.1,5.5,3.7,73.3,5.15,188.9,2.7,35648.55,14.2
2005,Kentucky,4.1819999999999995,8682.2,1809.6,266.8,5.9,3.6,71.6,5.15,195.3,3.4,36952.94,15.2
2006,Kentucky,4.218999999999999,9263.9,1778.3,270.1,5.7,3.7,71.7,5.15,201.6,3.2,38651.41,15.4
2007,Kentucky,4.256,9827.5,1923.2,290.7,5.4,3.6,72.9,5.15,207.342,2.9,40405.48,14.7
2008,Kentucky,4.288,10758.6,1932.2,297.2,6.5,3.5,72.8,5.85,215.303,3.8,41334.97,14.5
2009,Kentucky,4.314,10793.8,2515.6,255.0,10.8,3.5,71.2,6.55,214.537,-0.4,40711.61,14.1
2010,Kentucky,4.348,11316.3,3396.9,243.9,10.3,3.6,70.3,7.25,218.05599999999998,1.6,41673.83,13.3
2011,Kentucky,4.371,11539.6,3158.5,239.6,9.4,3.6,69.1,7.25,224.93900000000002,3.2,42979.61,13.5
2012,Kentucky,4.388,11658.0,2937.7,224.9,8.2,3.4,68.7,7.25,229.59400000000002,2.1,44321.67,14.3
2013,Kentucky,4.407,11680.1,2483.2,210.9,7.9,3.3,67.5,7.25,232.957,1.5,44888.16,15.4
2014,Kentucky,4.417,11548.7,2557.1,215.2,6.4,3.2,67.6,7.25,236.736,1.6,46481.52,16.2
2015,Kentucky,4.428999999999999,11961.9,1985.8,223.5,5.2,3.1,67.9,7.25,237.017,0.1,48098.63,
2016,Kentucky,4.44,12698.6,2042.2,235.6,5.0,3.01,67.9,7.25,240.007,1.3,48642.15,
2017,Kentucky,4.456,13069.3,1996.4,231.1,4.8,2.9,70.1,7.25,245.12,2.1,50321.89,
2018,Kentucky,4.4639999999999995,13118.7,1974.9,217.9,4.2,2.9,69.8,7.25,251.107,2.4,52145.8,
2019,Kentucky,4.4719999999999995,12889.3,2057.6,217.1,4.1,2.7,69.5,7.25,255.657,1.8,54099.99,
2020,Kentucky,4.477,12829.5,2040.3,,6.6,,72.5,7.25,258.66,1.2,54640.99,
2021,Kentucky,4.482,12827.5,2033.5,,,,,,,4.8,,
2022,Kentucky,4.487,12965.5,2050.6,,,,,,,,,
2023,Kentucky,4.492,13279.6,2097.8,,,,,,,,,
2024,Kentucky,4.497,13779.3,2176.7,,,,,,,,,
2025,Kentucky,4.502,14455.1,2285.6,,,,,,,,,
2026,Kentucky,4.507,15283.2,2420.4,,,,,,,,,
1970,Louisiana,3.645,762.9,136.9,413.5,,3.5,,1.3,38.8,5.8,6186.24,
1971,Louisiana,3.697,875.3,175.2,413.1,,3.75,,1.3,40.5,4.3,6497.08,
1972,Louisiana,3.7510000000000003,1008.4,209.3,422.4,,4.0,,1.6,41.8,3.3,7133.8,
1973,Louisiana,3.805,1028.2,192.9,425.6,,4.25,,1.6,44.4,6.2,7580.16,
1974,Louisiana,3.86,1117.4,172.8,472.7,,4.5,,1.6,49.3,11.1,8030.76,
1975,Louisiana,3.915,1280.8,190.9,478.4,,4.75,,1.6,53.8,9.1,8630.92,
1976,Louisiana,3.972,1479.1,322.0,472.8,6.6,5.0,,2.2,56.9,5.7,9226.48,26.9
1977,Louisiana,4.029,1577.7,649.7,524.8,6.9,5.1,,2.2,60.6,6.5,9779.44,25.8
1978,Louisiana,4.087,1775.9,681.4,584.9,6.8,5.2,,2.2,65.2,7.6,10556.03,25.2
1979,Louisiana,4.146,1954.0,734.0,676.3,6.6,5.3,,2.9,72.6,11.3,11479.46,24.3
1980,Louisiana,4.206,2272.2,907.9,665.0,7.0,5.2,,3.1,82.4,13.5,12513.46,24.5
1981,Louisiana,4.207,2656.7,1168.3,638.3,8.4,5.1444,,3.35,90.9,10.3,13773.1,24.8
1982,Louisiana,4.209,2971.2,1286.7,669.1,10.2,5.0889,,3.35,96.5,6.1,14531.34,24.9
1983,Louisiana,4.21,3067.2,1776.1,640.9,11.6,5.0333,,3.35,99.6,3.2,15239.24,24.6
1984,Louisiana,4.212,3225.1,1671.6,678.0,10.2,4.9778,70.1,3.35,103.9,4.3,16135.07,25.0
1985,Louisiana,4.213,3321.7,1751.9,694.2,11.5,4.9222,70.2,3.35,107.6,3.5,16822.51,25.2
1986,Louisiana,4.2139999999999995,3567.0,1588.0,758.2,12.5,4.8667,70.4,3.35,109.6,1.9,17321.82,26.1
1987,Louisiana,4.216,3457.1,1788.8,693.0,11.8,4.8111,71.0,3.35,113.6,3.7,18426.51,26.5
1988,Louisiana,4.217,3438.7,1504.1,717.4,10.6,4.7556,68.5,3.35,118.3,4.1,19334.04,27.3
1989,Louisiana,4.218999999999999,3752.8,1586.5,781.8,7.9,4.7,66.3,3.35,124.0,4.8,20099.55,27.1
1990,Louisiana,4.22,4185.1,1654.8,898.4,6.2,4.7,67.8,3.35,130.7,5.4,21027.98,27.3
1991,Louisiana,4.244,4519.0,2167.2,951.0,7.2,4.6429,68.9,3.8,136.2,4.2,21811.6,26.9
1992,Louisiana,4.269,4810.9,1028.3,984.6,7.8,4.5857,66.7,4.25,140.3,3.0,22935.42,26.7
1993,Louisiana,4.293,5000.9,1074.8,1061.7,7.4,4.5286,65.4,4.25,144.5,3.0,23132.67,25.2
1994,Louisiana,4.3180000000000005,5161.7,1062.7,981.9,7.7,4.4714,65.8,4.25,148.2,2.6,23753.53,24.3
1995,Louisiana,4.343,5535.2,1238.5,1007.4,6.9,4.4143,65.3,4.25,152.4,2.8,24705.66,22.4
1996,Louisiana,4.368,5729.9,1227.9,929.1,6.5,4.3571,64.9,4.25,156.9,2.9,25913.9,20.4
1997,Louisiana,4.393,6005.2,1193.2,855.9,5.9,4.3,66.4,4.75,160.5,2.3,27426.0,18.9
1998,Louisiana,4.418,6418.8,1190.0,779.5,5.5,4.2,66.6,5.15,163.0,1.6,28861.44,18.2
1999,Louisiana,4.4430000000000005,6979.0,1311.1,732.7,5.0,4.1,66.8,5.15,166.6,2.2,30469.84,17.2
